answer,type,context,question,qwen
The Mapuche were able to successfully resist defeat by the Spaniards for a period of 350 years.,factual,"According to the 2002 Census, 4.6% of the Chilean population, including the Rapanui (a Polynesian people) of Easter Island, was indigenous, although most show varying degrees of mixed heritage. Many are descendants of the Mapuche, and live in Santiago, Araucanía and the lake district. The Mapuche successfully fought off defeat in the first 300–350 years of Spanish rule during the Arauco War. Relations with the new Chilean Republic were good until the Chilean state decided to occupy their lands. During the Occupation of Araucanía the Mapuche surrendered to the country's army in the 1880s. Their land was opened to settlement by Chileans and Europeans. Conflict over Mapuche land rights continues to the present.",How long were the Mapuche able to fight off the Spaniards?,The Mapuche were able to fight off the Spaniards for 300–350 years during the Arauco War.
"When the signal is reflected back into the antenna, it results in a reduction of the output power.",factual,"Consider a half-wave dipole designed to work with signals 1 m wavelength, meaning the antenna would be approximately 50 cm across. If the element has a length-to-diameter ratio of 1000, it will have an inherent resistance of about 63 ohms. Using the appropriate transmission wire or balun, we match that resistance to ensure minimum signal loss. Feeding that antenna with a current of 1 ampere will require 63 volts of RF, and the antenna will radiate 63 watts (ignoring losses) of radio frequency power. Now consider the case when the antenna is fed a signal with a wavelength of 1.25 m; in this case the reflected current would arrive at the feed out-of-phase with the signal, causing the net current to drop while the voltage remains the same. Electrically this appears to be a very high impedance. The antenna and transmission line no longer have the same impedance, and the signal will be reflected back into the antenna, reducing output. This could be addressed by changing the matching system between the antenna and transmission line, but that solution only works well at the new design frequency.",What effect occurs when the signal is reflected back into the antenna?,"When the signal is reflected back into the antenna, the impedance mismatch between the antenna and transmission line causes a net current drop. This occurs because the reflected current arrives out-of-phase with the signal, reducing the output power while the voltage remains constant. The mismatch in impedance leads to the signal being reflected back into the antenna, thereby decreasing the output."
"Since the early 1990s, Estonia has been actively engaged in trilateral cooperation with Latvia and Lithuania, the other two Baltic states.",factual,"Since the early 1990s, Estonia is involved in active trilateral Baltic states co-operation with Latvia and Lithuania, and Nordic-Baltic co-operation with the Nordic countries. The Baltic Council is the joint forum of the interparliamentary Baltic Assembly (BA) and the intergovernmental Baltic Council of Ministers (BCM). Nordic-Baltic Eight (NB-8) is the joint co-operation of the governments of Denmark, Estonia, Finland, Iceland, Latvia, Lithuania, Norway and Sweden. Nordic-Baltic Six (NB-6), comprising Nordic-Baltic countries that are European Union member states, is a framework for meetings on EU related issues. Parliamentary co-operation between the Baltic Assembly and Nordic Council began in 1989. Annual summits take place, and in addition meetings are organised on all possible levels: speakers, presidiums, commissions, and individual members. The Nordic Council of Ministers has an office in Tallinn with a subsidiary in Tartu and information points in Narva, Valga and Pärnu. Joint Nordic-Baltic projects include the education programme Nordplus and mobility programmes for business and industry and for public administration.",Which Baltic countries have cooperated with Estonia since the early 1990s?,"Since the early 1990s, Estonia has cooperated with Latvia and Lithuania in trilateral Baltic cooperation, and it has been part of the Nordic-Baltic Eight (NB-8), which includes Denmark, Estonia, Finland, Iceland, Latvia, Lithuania, Norway, and Sweden. Therefore, the Baltic countries that have cooperated with Estonia since the early 1990s are **Latvia, Lithuania, and the Nordic countries** listed in the NB-8."
"In a navigational model, the relationship between entities is referred to as many-to-many.",factual,"The relational model also allowed the content of the database to evolve without constant rewriting of links and pointers. The relational part comes from entities referencing other entities in what is known as one-to-many relationship, like a traditional hierarchical model, and many-to-many relationship, like a navigational (network) model. Thus, a relational model can express both hierarchical and navigational models, as well as its native tabular model, allowing for pure or combined modeling in terms of these three models, as the application requires.",What is the relationship called in a navigational model?,The relationship in a navigational model is described as one-to-many or many-to-many.
The Prussian army was controlled by an entity known as the General Staff.,factual,"The Prussian army was controlled by the General Staff, under Field Marshal Helmuth von Moltke. The Prussian army was unique in Europe for having the only such organisation in existence, whose purpose in peacetime was to prepare the overall war strategy, and in wartime to direct operational movement and organise logistics and communications. The officers of the General Staff were hand-picked from the Prussian Kriegsakademie (War Academy). Moltke embraced new technology, particularly the railroad and telegraph, to coordinate and accelerate mobilisation of large forces.",What entity controlled the Prussian army?,The entity that controlled the Prussian army was the General Staff under Field Marshal Helmuth von Moltke.
Ioannis Kapodistrias called for the union of Cyprus with Greece.,factual,"As soon as the Greek War of Independence broke out in 1821, several Greek Cypriots left for Greece to join the Greek forces. In response, the Ottoman governor of Cyprus arrested and executed 486 prominent Greek Cypriots, including the Archbishop of Cyprus, Kyprianos and four other bishops. In 1828, modern Greece's first president Ioannis Kapodistrias called for union of Cyprus with Greece, and numerous minor uprisings took place. Reaction to Ottoman misrule led to uprisings by both Greek and Turkish Cypriots, although none were successful. After centuries of neglect by the Turks, the unrelenting poverty of most of the people, and the ever-present tax collectors fuelled Greek nationalism, and by the 20th century idea of enosis, or union, with newly independent Greece was firmly rooted among Greek Cypriots.",What did Ioannis Kapodistrias call for?,Ioannis Kapodistrias called for the union of Cyprus with Greece.
"Beyoncé contributes to the Ban Bossy campaign, which aims to promote leadership in girls through television and social media.",factual,"In an interview published by Vogue in April 2013, Beyoncé was asked if she considers herself a feminist, to which she said, ""that word can be very extreme... But I guess I am a modern-day feminist. I do believe in equality"". She would later align herself more publicly with the movement, sampling ""We should all be feminists"", a speech delivered by Nigerian author Chimamanda Ngozi Adichie at a TEDxEuston conference in April 2013, in her song ""Flawless"", released later that year. She has also contributed to the Ban Bossy campaign, which uses television and social media to encourage leadership in girls.",Which campaign does Beyoncé contribute to that encourages leadership in females?,The campaign Beyoncé contributes to that encourages leadership in females is the **Ban Bossy campaign**.
Non-woven reinforcements are the more expensive reinforcement type.,factual,"The reinforcement type defines two major classes of materials - woven and non-woven. Woven reinforcements are cheaper, but the high dielectric constant of glass may not be favorable for many higher-frequency applications. The spatially nonhomogeneous structure also introduces local variations in electrical parameters, due to different resin/glass ratio at different areas of the weave pattern. Nonwoven reinforcements, or materials with low or no reinforcement, are more expensive but more suitable for some RF/analog applications.",Which is the more expensive reinforcement type?,"The more expensive reinforcement type is **nonwoven**. Woven reinforcements are cheaper, while nonwoven materials, though more expensive, are better suited for RF/analog applications."
The second significant change in Cubism occurred between 1917 and 1920.,factual,"A significant modification of Cubism between 1914 and 1916 was signaled by a shift towards a strong emphasis on large overlapping geometric planes and flat surface activity. This grouping of styles of painting and sculpture, especially significant between 1917 and 1920, was practiced by several artists; particularly those under contract with the art dealer and collector Léonce Rosenberg. The tightening of the compositions, the clarity and sense of order reflected in these works, led to its being referred to by the critic Maurice Raynal (fr) as 'crystal' Cubism. Considerations manifested by Cubists prior to the outset of World War I—such as the fourth dimension, dynamism of modern life, the occult, and Henri Bergson's concept of duration—had now been vacated, replaced by a purely formal frame of reference.",What was the second time period that a significant change began to happen in Cubism?,The second time period when a significant change began to happen in Cubism was between **1917 and 1920**.
Several million people visit the Appalachian Mountains annually.,factual,"Every year the Appalachian Mountains attract several million tourists to the Western part of the state, including the historic Biltmore Estate. The scenic Blue Ridge Parkway and Great Smoky Mountains National Park are the two most visited national park and unit in the United States with over 25 million visitors in 2013. The City of Asheville is consistently voted as one of the top places to visit and live in the United States, known for its rich art deco architecture, mountain scenery and outdoor activities, and liberal and happy residents.",How many people go to see the Appalachian Mountains each year?,"The Appalachian Mountains attract over 25 million visitors each year, as stated in the context."
the Second Vatican Council,contradiction,,What ecumenical council did the Reformed churches reject?,"The Reformed churches rejected the **Council of Trent**. This council was established in the 16th century and was a significant agreement between the Catholic Church and Protestant denominations. While Reformed churches were part of the broader Reformation movement, they opposed the Council of Trent and its teachings, which aligned with Catholic doctrine."
The Legio VIII Augusta was permanently stationed in Argentoratum from the year 90 onward.,factual,"The Romans under Nero Claudius Drusus established a military outpost belonging to the Germania Superior Roman province at Strasbourg's current location, and named it Argentoratum. (Hence the town is commonly called Argentina in medieval Latin.) The name ""Argentoratum"" was first mentioned in 12 BC and the city celebrated its 2,000th birthday in 1988. ""Argentorate"" as the toponym of the Gaulish settlement preceded it before being Latinized, but it is not known by how long. The Roman camp was destroyed by fire and rebuilt six times between the first and the fifth centuries AD: in 70, 97, 235, 355, in the last quarter of the fourth century, and in the early years of the fifth century. It was under Trajan and after the fire of 97 that Argentoratum received its most extended and fortified shape. From the year 90 on, the Legio VIII Augusta was permanently stationed in the Roman camp of Argentoratum. It then included a cavalry section and covered an area of approximately 20 hectares. Other Roman legions temporarily stationed in Argentoratum were the Legio XIV Gemina and the Legio XXI Rapax, the latter during the reign of Nero.",After what year was the Legio VIII Augusta permanently stationed in Argentoratum?,"After the year **90**, the Legio VIII Augusta was permanently stationed in Argentoratum."
"Some advisers believed that air and naval power alone would be sufficient to stop the North Korean advance, which is why the US initially refrained from committing ground troops after the United Nations approved the use of force.",irrelevant,"Kim Philby, a Soviet double agent, was a correspondent for the newspaper in Spain during the Spanish Civil War of the late 1930s. Philby was admired for his courage in obtaining high-quality reporting from the front lines of the bloody conflict. He later joined MI6 during World War II, was promoted into senior positions after the war ended, then eventually defected to the Soviet Union in 1963.","In 1963, a notable double agent providing valuable and high-quality reporting for The Times during a war in the late 1930s eventually defected to which country?",The answer is the Soviet Union.
The ruler who decreed the change to the Gregorian calendar was Philip II of Spain.,factual,"Philip II of Spain decreed the change from the Julian to the Gregorian calendar, which affected much of Roman Catholic Europe, as Philip was at the time ruler over Spain and Portugal as well as much of Italy. In these territories, as well as in the Polish–Lithuanian Commonwealth (ruled by Anna Jagiellon) and in the Papal States, the new calendar was implemented on the date specified by the bull, with Julian Thursday, 4 October 1582, being followed by Gregorian Friday, 15 October 1582. The Spanish and Portuguese colonies followed somewhat later de facto because of delay in communication.",What ruler decreed the change to the Gregorian calendar?,Philip II of Spain decreed the change from the Julian to the Gregorian calendar.
Marvel replaced the Comics Code with their own in-house standards system called the Marvel Rating System.,factual,"With the new millennium, Marvel Comics emerged from bankruptcy and again began diversifying its offerings. In 2001, Marvel withdrew from the Comics Code Authority and established its own Marvel Rating System for comics. The first title from this era to not have the code was X-Force #119 (October 2001). Marvel also created new imprints, such as MAX (an explicit-content line) and Marvel Adventures (developed for child audiences). In addition, the company created an alternate universe imprint, Ultimate Marvel, that allowed the company to reboot its major titles by revising and updating its characters to introduce to a new generation.",What in-house standards system did Marvel replace the Comics Code with?,The in-house standards system that Marvel replaced the Comics Code with was the **Marvel Rating System**. This system was established in 2001 after Marvel exited the Comics Code Authority.
The reign of Louis the Pious came to an end in the year 840.,factual,"Charlemagne planned to continue the Frankish tradition of dividing his kingdom between all his heirs, but was unable to do so as only one son, Louis the Pious (r. 814–840), was still alive by 813. Just before Charlemagne died in 814, he crowned Louis as his successor. Louis's reign of 26 years was marked by numerous divisions of the empire among his sons and, after 829, civil wars between various alliances of father and sons over the control of various parts of the empire. Eventually, Louis recognised his eldest son Lothair I (d. 855) as emperor and gave him Italy. Louis divided the rest of the empire between Lothair and Charles the Bald (d. 877), his youngest son. Lothair took East Francia, comprising both banks of the Rhine and eastwards, leaving Charles West Francia with the empire to the west of the Rhineland and the Alps. Louis the German (d. 876), the middle child, who had been rebellious to the last, was allowed to keep Bavaria under the suzerainty of his elder brother. The division was disputed. Pepin II of Aquitaine (d. after 864), the emperor's grandson, rebelled in a contest for Aquitaine, while Louis the German tried to annex all of East Francia. Louis the Pious died in 840, with the empire still in chaos.",When did the reign of Louis the Pious end?,Louis the Pious's reign ended in **840**.
The hardware device that was merged with the video marketplace is the Zune.,factual,"On May 26, 2009, Microsoft announced the future release of the Zune HD (in the fall of 2009), the next addition to the Zune product range. This is of an impact on the Xbox Live Video Store as it was also announced that the Zune Video Marketplace and the Xbox Live Video Store will be merged to form the Zune Marketplace, which will be arriving on Xbox Live in 7 countries initially, the United Kingdom, the United States, France, Italy, Germany, Ireland and Spain. Further details were released at the Microsoft press conference at E3 2009.",What hardware device was merged with the video marketplace?,The hardware device merged with the video marketplace is the **Zune HD**.
"In addition to Hindus, Buddhists also consider the Bagmati River to be sacred.",factual,"The Bagmati River which flows through Kathmandu is considered a holy river both by Hindus and Buddhists, and many Hindu temples are located on the banks of this river. The importance of the Bagmati also lies in the fact that Hindus are cremated on its banks, and Kirants are buried in the hills by its side. According to the Nepali Hindu tradition, the dead body must be dipped three times into the Bagmati before cremation. The chief mourner (usually the first son) who lights the funeral pyre must take a holy riverwater bath immediately after cremation. Many relatives who join the funeral procession also take bath in the Bagmati River or sprinkle the holy water on their bodies at the end of cremation as the Bagmati is believed to purify people spiritually.","In addition to Hindus, who regards the Bagmati River as sacred?",Buddhists.
"As of 2004, there were 2,500 analog telephone lines in use on Norfolk Island.",factual,"As of 2004[update], 2532 telephone main lines are in use, a mix of analog (2500) and digital (32) circuits. Satellite communications services are planned.[citation needed] There is one locally based radio station (Radio Norfolk 89.9FM), broadcasting on both AM and FM frequencies. There is also one TV station, Norfolk TV, featuring local programming, plus transmitters for Australian channels ABC, SBS, Imparja Television and Southern Cross Television. The Internet country code top-level domain (ccTLD) is .nf.","How many analog telephone lines were being used on Norfolk Island, as of 2004?","As of 2004, 2500 analog telephone lines were being used on Norfolk Island."
The Oval first hosted the FA Cup in 1872.,factual,"In the 51 years prior to the Empire Stadium opening, the final (including 8 replays) was held in a variety of locations, predominantly in London, and mainly at the Kennington Oval and then Crystal Palace. It was played 22 times in the Oval (the inaugural competition in 1872, and then all but two times until 1892). After the Oval, Crystal Palace hosted 21 finals from 1895 to 1914, broken up by 4 four replays elsewhere. The other London venues were Stamford Bridge from 1920 to 1922 (the last three finals before the move to Empire Stadium); and Oxford University's Lillie Bridge in Fulham for the second ever final, in 1873. The other venues used sparingly in this period were all outside of London, as follows:",What was the first year the Oval hosted the FA cup? ,The Oval hosted the FA cup in the year 1872.
The region of England that benefits from the extension of the Azores High pressure area is the South West.,irrelevant,"In its 2014 Press Freedom Index, Reporters Without Borders ranked the media environment in Eritrea at the very bottom of a list of 178 countries, just below totalitarian North Korea. According to the BBC, ""Eritrea is the only African country to have no privately owned news media"", and Reporters Without Borders said of the public media, ""[they] do nothing but relay the regime's belligerent and ultra-nationalist discourse. ... Not a single [foreign correspondent] now lives in Asmara."" The state-owned news agency censors news about external events. Independent media have been banned since 2001. In 2015, The Guardian published an opinion piece claiming,",What type of media has been banned from Eritrea since 2001?,"Since 2001, Eritrea has banned privately owned news media. The state-owned news agency censors news about external events, and independent media has been banned under these circumstances."
The Boston Globe stated that Yale can claim to have educated the nation's top national leaders over the past thirty years.,factual,"The Boston Globe wrote that ""if there's one school that can lay claim to educating the nation's top national leaders over the past three decades, it's Yale."" Yale alumni were represented on the Democratic or Republican ticket in every U.S. Presidential election between 1972 and 2004. Yale-educated Presidents since the end of the Vietnam War include Gerald Ford, George H.W. Bush, Bill Clinton, and George W. Bush, and major-party nominees during this period include John Kerry (2004), Joseph Lieberman (Vice President, 2000), and Sargent Shriver (Vice President, 1972). Other Yale alumni who made serious bids for the Presidency during this period include Hillary Clinton (2008), Howard Dean (2004), Gary Hart (1984 and 1988), Paul Tsongas (1992), Pat Robertson (1988) and Jerry Brown (1976, 1980, 1992).",What did the Boston Globe have to say about Yale?,"The Boston Globe stated that ""if there's one school that can lay claim to educating the nation's top national leaders over the past three decades, it's Yale."""
"In his work on lattices, von Neumann employed entirely new and innovative axioms.",factual,"Additionally, ""[I]n the general case, von Neumann proved the following basic representation theorem. Any complemented modular lattice L having a ""basis"" of n≥4 pairwise perspective elements, is isomorphic with the lattice ℛ(R) of all principal right-ideals of a suitable regular ring R. This conclusion is the culmination of 140 pages of brilliant and incisive algebra involving entirely novel axioms. Anyone wishing to get an unforgettable impression of the razor edge of von Neumann's mind, need merely try to pursue this chain of exact reasoning for himself—realizing that often five pages of it were written down before breakfast, seated at a living room writing-table in a bathrobe.""",What type of axioms were used by von Neumann in his lattice work?,"The type of axioms used by von Neumann in his lattice work is ""novel axioms."""
"The sense of solidarity among the tribes was derived from their members being related by blood or marriage, and theoretically descending from a common ancestor.",factual,"The tribes were ruled by clans (ród) consisting of people related by blood or marriage and theoretically descending from a common ancestor, giving the ród/clan a highly developed sense of solidarity. (See gens.) The starosta (or starszyna) had judicial and military power over the ród/clan, although this power was often exercised with an assembly of elders. Strongholds called grόd were built where the religious cult was powerful, where trials were conducted, and where clans gathered in the face of danger. The opole was the territory occupied by a single tribe. (Manteuffel 1982, p. 44)",What gave them a sense of solidarity? ,"The tribes had a highly developed sense of solidarity due to their clans, which were based on blood or marriage, connecting people and fostering a shared identity."
Texas Southern University is one of the largest historically black colleges and universities in the United States.,factual,"Four separate and distinct state universities are located in Houston. The University of Houston is a nationally recognized Tier One research university, and is the flagship institution of the University of Houston System. The third-largest university in Texas, the University of Houston has nearly 40,000 students on its 667-acre campus in southeast Houston. The University of Houston–Clear Lake and the University of Houston–Downtown are stand-alone universities; they are not branch campuses of the University of Houston. Located in the historic community of Third Ward is Texas Southern University, one of the largest historically black colleges and universities in the United States.",What kind of college is Texas Southern University?,Texas Southern University is a historically black college and university.
Jack Arnold was the director who helmed many of the monster movies for Universal during that time.,factual,"In the 1950s, Universal-International resumed their series of Arabian Nights films, many starring Tony Curtis. The studio also had a success with monster and science fiction films produced by William Alland, with many directed by Jack Arnold. Other successes were the melodramas directed by Douglas Sirk and produced by Ross Hunter, although for film critics they were not so well thought of on first release as they have since become. Among Universal-International's stable of stars were Rock Hudson, Tony Curtis, Jeff Chandler, Audie Murphy, and John Gavin.",Who directed monster movies for Universal?,The answer is **Jack Arnold**.
Apathelia refers to the state of being free from suffering.,factual,"During the Hellenistic period, many different schools of thought developed. Athens, with its multiple philosophical schools, continued to remain the center of philosophical thought. However Athens had now lost her political freedom and Hellenistic philosophy is a reflection of this new difficult period. In this political climate, Hellenistic philosophers went in search of goals such as ataraxia (un-disturbedness), autarky (self-sufficiency) and apatheia (freedom from suffering), which would allow them to wrest well-being or eudaimonia out of the most difficult turns of fortune. This occupation with the inner life, with personal inner liberty and with the pursuit of eudaimonia is what all Hellenistic philosophical schools have in common.",What does apatheia mean?,"Apathia refers to freedom from suffering, as expressed by Hellenistic philosophers who sought to achieve eudaimonia (well-being) in the face of difficult circumstances."
Secular designs in mosaics were most likely found on floor panels.,factual,"Non-religious Umayyad mosaic works were mainly floor panels which decorated the palaces of the caliphs and other high-ranking officials. They were closely modeled after the mosaics of the Roman country villas, once common in the Eastern Mediterranean. The most superb example can be found in the bath house of Hisham's Palace, Palestine which was made around 744. The main panel depicts a large tree and underneath it a lion attacking a deer (right side) and two deers peacefully grazing (left side). The panel probably represents good and bad governance. Mosaics with classical geometric motifs survived in the bath area of the 8th-century Umayyad palace complex in Anjar, Lebanon. The luxurious desert residence of Al-Walid II in Qasr al-Hallabat (in present-day Jordan) was also decorated with floor mosaics that show a high level of technical skill. The best preserved panel at Hallabat is divided by a Tree of Life flanked by ""good"" animals on one side and ""bad"" animals on the other. Among the Hallabat representations are vine scrolls, grapes, pomegranates, oryx, wolves, hares, a leopard, pairs of partridges, fish, bulls, ostriches, rabbits, rams, goats, lions and a snake. At Qastal, near Amman, excavations in 2000 uncovered the earliest known Umayyad mosaics in present-day Jordan, dating probably from the caliphate of Abd al-Malik ibn Marwan (685–705). They cover much of the floor of a finely decorated building that probably served as the palace of a local governor. The Qastal mosaics depict geometrical patterns, trees, animals, fruits and rosettes. Except for the open courtyard, entrance and staircases, the floors of the entire palace were covered in mosaics.",Any mosaic having secular designs were likely what?,"The answer is that the mosaic having secular designs were likely floor panels. The context explicitly states that these mosaics were floor panels used to decorate palaces of caliphs and officials, modeled after Roman villas, and featured secular themes like good and bad governance."
"Frédéric Chopin was born on February 22, 1810, according to the parish baptismal record.",factual,"Fryderyk Chopin was born in Żelazowa Wola, 46 kilometres (29 miles) west of Warsaw, in what was then the Duchy of Warsaw, a Polish state established by Napoleon. The parish baptismal record gives his birthday as 22 February 1810, and cites his given names in the Latin form Fridericus Franciscus (in Polish, he was Fryderyk Franciszek). However, the composer and his family used the birthdate 1 March,[n 2] which is now generally accepted as the correct date.",On what date was Frédéric born on?,Frédéric Chopin was born on **1 March 1810**.
Students attending a Hauptschule achieve the least success compared to those attending other types of schools.,factual,"Gesamtschulen might put bright working class students at risk according to several studies. It could be shown that an achievement gap opens between working class students attending a comprehensive and their middle class peers. Also working class students attending a Gymnasium or a Realschule outperform students from similar backgrounds attending a comprehensive. However it is not students attending a comprehensive, but students attending a Hauptschule, who perform the poorest.",At which school do students achieve the least success?,The Hauptschule performs the poorest among the schools mentioned.
"Keifer was discredited and considered an empty leader because he arbitrarily gave out desirable positions to his close relatives, all of whom received generous salaries.",factual,"In the judgment of political scientist Randall Ripley, since 1883 ""the candidate for Speaker nominated by the minority party has clearly been the Minority Leader."" However, this assertion is subject to dispute. On December 3, 1883, the House elected Democrat John G. Carlisle of Kentucky as Speaker. Republicans placed in nomination for the speakership J. Warren Keifer of Ohio, who was Speaker the previous Congress. Clearly, Keifer was not the Republicans' minority leader. He was a discredited leader in part because as Speaker he arbitrarily handed out ""choice jobs to close relatives ... all at handsome salaries."" Keifer received ""the empty honor of the minority nomination. But with it came a sting -- for while this naturally involves the floor leadership, he was deserted by his [partisan] associates and his career as a national figure terminated ingloriously."" Representative Thomas Reed, R-ME, who later became Speaker, assumed the de facto role of minority floor leader in Keifer's stead. ""[A]lthough Keifer was the minority's candidate for Speaker, Reed became its acknowledged leader, and ever after, so long as he served in the House, remained the most conspicuous member of his party.",Why was Keifer discredited/empty leader?,"Keifer was discredited or emptied as a leader due to two primary factors: his arbitrary and unethical practice of giving ""choice jobs"" to close relatives at high salaries, which damaged his reputation and credibility, and his subsequent leadership vacillation. Despite being the minority's candidate for Speaker, he was deserted by his supporters and his career was terminated in disgrace. Later, Representative Thomas Reed, who became the minority leader, took over his role in the House, effectively replacing Keifer's leadership."
"The four cities in the European Union that are larger than Paris are London, Berlin, Madrid, and Rome.",factual,,What 4 cities are larger than Paris in the EU?,"The four cities larger than Paris in the EU are **Brussels, Milan, Madrid, and Oslo**. These cities are all prominent in the European Union and are ranked based on their population and size."
The European Reformation in 16th-century England led to numerous executions on charges of heresy.,factual,"In England, the 16th-century European Reformation resulted in a number of executions on charges of heresy. During the thirty-eight years of Henry VIII's reign, about sixty heretics, mainly Protestants, were executed and a rather greater number of Catholics lost their lives on grounds of political offences such as treason, notably Sir Thomas More and Cardinal John Fisher, for refusing to accept the king's supremacy over the Church in England. Under Edward VI, the heresy laws were repealed in 1547 only to be reintroduced in 1554 by Mary I; even so two radicals were executed in Edward's reign (one for denying the reality of the incarnation, the other for denying Christ's divinity). Under Mary, around two hundred and ninety people were burned at the stake between 1555 and 1558 after the restoration of papal jurisdiction. When Elizabeth I came to the throne, the concept of heresy was retained in theory but severely restricted by the 1559 Act of Supremacy and the one hundred and eighty or so Catholics who were executed in the forty-five years of her reign were put to death because they were considered members of ""...a subversive fifth column."" The last execution of a ""heretic"" in England occurred under James VI and I in 1612. Although the charge was technically one of ""blasphemy"" there was one later execution in Scotland (still at that date an entirely independent kingdom) when in 1697 Thomas Aikenhead was accused, among other things, of denying the doctrine of the Trinity.",What event in England during the 16th century had an outcome of many deaths for heresy?,"The event in England during the 16th century that resulted in many deaths for heresy was Mary I's reign. During her time, approximately two hundred and ninety individuals were burned at the stake between 1555 and 1558 after the restoration of papal jurisdiction. This period saw the reintroduction of heresy laws, leading to severe executions of Catholics."
The first public university to open in the United States was the University of North Carolina.,factual,"In 1795, North Carolina opened the first public university in the United States—the University of North Carolina (now named the University of North Carolina at Chapel Hill). More than 200 years later, the University of North Carolina system encompasses 17 public universities including North Carolina State University, North Carolina A&T State University, North Carolina Central University, the University of North Carolina at Chapel Hill, the University of North Carolina at Greensboro, East Carolina University, Western Carolina University, Winston-Salem State University, the University of North Carolina at Asheville, the University of North Carolina at Charlotte, the University of North Carolina at Pembroke, UNC Wilmington, Elizabeth City State University, Appalachian State University, Fayetteville State University, and UNC School of the Arts, and . Along with its public universities, North Carolina has 58 public community colleges in its community college system.The largest university in North Carolina is currently North Carolina State University, with more than 34,000 students. North Carolina is home to many excellent universities as well as dozens of community colleges and private universities.",What was the name of the first public university to open in the US?,"The first public university to open in the United States was the University of North Carolina, which was established in 1795."
"In the fall of 2015, Notre Dame admitted a total of 3,577 incoming students.",factual,"Notre Dame is known for its competitive admissions, with the incoming class enrolling in fall 2015 admitting 3,577 from a pool of 18,156 (19.7%). The academic profile of the enrolled class continues to rate among the top 10 to 15 in the nation for national research universities. The university practices a non-restrictive early action policy that allows admitted students to consider admission to Notre Dame as well as any other colleges to which they were accepted. 1,400 of the 3,577 (39.1%) were admitted under the early action plan. Admitted students came from 1,311 high schools and the average student traveled more than 750 miles to Notre Dame, making it arguably the most representative university in the United States. While all entering students begin in the College of the First Year of Studies, 25% have indicated they plan to study in the liberal arts or social sciences, 24% in engineering, 24% in business, 24% in science, and 3% in architecture.",How many incoming students did Notre Dame admit in fall 2015?,"In fall 2015, Notre Dame admitted 3,577 incoming students."
King Peter II of Yugoslavia fled the country in 1941.,factual,"On 6 April 1941, German forces, with Hungarian and Italian assistance, launched an invasion of Yugoslavia. On 10 April 1941, Slavko Kvaternik proclaimed the Independent State of Croatia, and Tito responded by forming a Military Committee within the Central Committee of the Yugoslav Communist Party. Attacked from all sides, the armed forces of the Kingdom of Yugoslavia quickly crumbled. On 17 April 1941, after King Peter II and other members of the government fled the country, the remaining representatives of the government and military met with the German officials in Belgrade. They quickly agreed to end military resistance. On 1 May 1941, Tito issued a pamphlet calling on the people to unite in a battle against the occupation. On 27 June 1941, the Central Committee of the Communist Party of Yugoslavia appointed Tito Commander in Chief of all project national liberation military forces. On 1 July 1941, the Comintern sent precise instructions calling for immediate action.",Which king fled the country in 1941?,King Peter II of Yugoslavia fled the country on 17 April 1941.
Oxygen was the element used in the production of wrought iron.,factual,"Evidence suggests that blast furnaces, that convert raw iron ore into pig iron, which can be remelted in a cupola furnace to produce cast iron by means of a cold blast and hot blast, were operational in China by the late Spring and Autumn period (722–481 BC). The bloomery was nonexistent in ancient China; however, the Han-era Chinese produced wrought iron by injecting excess oxygen into a furnace and causing decarburization. Cast iron and pig iron could be converted into wrought iron and steel using a fining process.",What element was used in the production of wrought iron?,The element used in the production of wrought iron was oxygen.
"In the event that the monarch refuses to give royal assent, the monarch can make use of their reserve powers.",factual,"Under modern constitutional conventions, the sovereign acts on the advice of his or her ministers. Since these ministers most often maintain the support of parliament and are the ones who obtain the passage of bills, it is highly improbable that they would advise the sovereign to withhold assent. An exception is sometimes stated to be if bills are not passed in good faith, though it is difficult to make an interpretation on what this circumstance might constitute. Hence, in modern practice, royal assent is always granted; a refusal to do so would be appropriate only in an emergency requiring the use of the monarch's reserve powers.","In the event that the monarch refuses to give royal assent, what can the monarch make use of?","In the event that the monarch refuses to give royal assent, it is not a matter of refusing to act in general but rather an exception that arises only when an emergency requires the use of the monarch's reserve powers. The context states that such a refusal would be appropriate only in emergencies, and modern practice ensures that royal assent is always granted unless otherwise specified."
"Drexel, Morgan & Co. started financing Edison's research and helped form Edison General Electric Company in the year 1889.",factual,"During 1889, Thomas Edison had business interests in many electricity-related companies: Edison Lamp Company, a lamp manufacturer in East Newark, New Jersey; Edison Machine Works, a manufacturer of dynamos and large electric motors in Schenectady, New York; Bergmann & Company, a manufacturer of electric lighting fixtures, sockets, and other electric lighting devices; and Edison Electric Light Company, the patent-holding company and the financial arm backed by J.P. Morgan and the Vanderbilt family for Edison's lighting experiments. In 1889, Drexel, Morgan & Co., a company founded by J.P. Morgan and Anthony J. Drexel, financed Edison's research and helped merge those companies under one corporation to form Edison General Electric Company which was incorporated in New York on April 24, 1889. The new company also acquired Sprague Electric Railway & Motor Company in the same year.","In what year did Drexel, Morgan & Co. begin to finance Edison's research and form Edison General Electric Company?",The answer is 1889.
