answer,type,context,question,qwen
Somali women traditionally apply kohl around their eyes.,factual,"Additionally, henna is an important part of Somali culture. It is worn by Somali women on their hands, arms, feet and neck during weddings, Eid, Ramadan, and other festive occasions. Somali henna designs are similar to those in the Arabian peninsula, often featuring flower motifs and triangular shapes. The palm is also frequently decorated with a dot of henna and the fingertips are dipped in the dye. Henna parties are usually held before the wedding takes place. Somali women have likewise traditionally applied kohl (kuul) to their eyes. Usage of the eye cosmetic in the Horn region is believed to date to the ancient Land of Punt.",What do Somali women traditionally put around their eyes?,Somali women traditionally apply kohl (kuul) to their eyes.
Miguel Hidalgo y Costilla is considered the Father of the Nation in Mexico.,factual,"Hidalgo is hailed as the Father of the Nation even though it was Agustin de Iturbide and not Hidalgo who achieved Mexican Independence in 1821. Shortly after gaining independence, the day to celebrate it varied between September 16, the day of Hidalgo's Grito, and September 27, the day Iturbide rode into Mexico City to end the war. Later, political movements would favor the more liberal Hidalgo over the conservative Iturbide, so that eventually September 16, 1810 became the officially recognized day of Mexican independence. The reason for this is that Hidalgo is considered to be ""precursor and creator of the rest of the heroes of the (Mexican War of) Independence."" Hidalgo has become an icon for Mexicans who resist tyranny in the country. Diego Rivera painted Hidalgo's image in half a dozen murals. José Clemente Orozco depicted him with a flaming torch of liberty and considered the painting among his best work. David Alfaro Siqueiros was commissioned by San Nicolas University in Morelia to paint a mural for a celebration commemorating the 200th anniversary of Hidalgo's birth. The town of his parish was renamed Dolores Hidalgo in his honor and the state of Hidalgo was created in 1869. Every year on the night of 15–16 September, the president of Mexico re-enacts the Grito from the balcony of the National Palace. This scene is repeated by the heads of cities and towns all over Mexico. The remains of Miguel Hidalgo y Costilla lie in the column of the Angel of Independence in Mexico City. Next to it is a lamp lit to represent the sacrifice of those who gave their lives for Mexican Independence.",Who was hailed as the Father of the Nation?,The answer is Hidalgo. He is often referred to as the Father of the Nation despite the historical context where Agustin de Iturbide achieved Mexican independence in 1821.
"The Mesoamerican region independently produced several writing systems, separate from the development of writing in other parts of the world.",factual,"The development of writing is counted among the many achievements and innovations of pre-Columbian American cultures. Independent from the development of writing in other areas of the world, the Mesoamerican region produced several indigenous writing systems beginning in the 1st millennium BCE. What may be the earliest-known example in the Americas of an extensive text thought to be writing is by the Cascajal Block. The Olmec hieroglyphs tablet has been indirectly dated from ceramic shards found in the same context to approximately 900 BCE, around the time that Olmec occupation of San Lorenzo Tenochtitlán began to wane.",What region produced several writing systems independent of other areas of the world?,The region that produced several writing systems independent of other areas is the Mesoamerican region.
Darwin's writing process involved completing one book entirely before moving on to the next one.,factual,"A more recent study by science historian John van Wyhe has determined that the idea that Darwin delayed publication only dates back to the 1940s, and Darwin's contemporaries thought the time he took was reasonable. Darwin always finished one book before starting another. While he was researching, he told many people about his interest in transmutation without causing outrage. He firmly intended to publish, but it was not until September 1854 that he could work on it full-time. His estimate that writing his ""big book"" would take five years was optimistic.",What was Darwin's process on writing his books?,"Darwin always finished one book before starting another, and he estimated that writing his ""big book"" (the final work) would take five years. However, the study by John van Wyhe indicates that this delay—specifically the 1940s—was not part of his original timeline."
"The south-eastern Val-de-Marne specializes in food processing and beverages, with its wholesale Rungis food market being a key focus.",factual,"The southern Essonne department specialises in science and technology, and the south-eastern Val-de-Marne, with its wholesale Rungis food market, specialises in food processing and beverages. The Paris region's manufacturing decline is quickly being replaced by eco-industries: these employ about 100,000 workers. In 2011, while only 56,927 construction workers worked in Paris itself, its metropolitan area employed 246,639, in an activity centred largely around the Seine-Saint-Denis (41,378) and Hauts-de-Seine (37,303) departments and the new business-park centres appearing there.",What does south-eastern Val-de-Marne specialize in?,"The southern part of Val-de-Marne specializes in food processing and beverages, as well as science and technology."
Having common principles demonstrates and promotes unity among the churches within the Anglican Communion.,factual,"Currently, (2004), there are principles of canon law common to the churches within the Anglican Communion; their existence can be factually established; each province or church contributes through its own legal system to the principles of canon law common within the Communion; these principles have a strong persuasive authority and are fundamental to the self-understanding of each of the churches of the Communion; these principles have a living force, and contain in themselves the possibility of further development; and the existence of these principles both demonstrates unity and promotes unity within the Anglican Communion. ",What does having common principles show and support for churches int he Communion?,"Having common principles in the Anglican Communion demonstrates unity and supports churches through their shared foundational values. These principles, established factually, are derived from canon law and rooted in each church's legal system. They serve as persuasive authority and are fundamental to the self-understanding of each church, maintaining a living force that fosters ongoing development. This unity strengthens the Communion's cohesion and promotes mutual understanding."
Paramount Pictures,contradiction,"While still a student, he was offered a small unpaid intern job at Universal Studios with the editing department. He was later given the opportunity to make a short film for theatrical release, the 26-minute, 35mm, Amblin', which he wrote and directed. Studio vice president Sidney Sheinberg was impressed by the film, which had won a number of awards, and offered Spielberg a seven-year directing contract. It made him the youngest director ever to be signed for a long-term deal with a major Hollywood studio.:548 He subsequently dropped out of college to begin professionally directing TV productions with Universal.",What studio gave Spielberg an unpaid internship?,The studio that gave Spielberg an unpaid internship was Universal Studios.
IN and OUT tokens contain a device number consisting of seven bits and a four-bit function number for multifunction devices.,factual,,IN and OUT tokens contain what?,"IN and OUT tokens are used in blockchain transactions to represent the sender and receiver of funds. Specifically:  
- **IN tokens** represent the amount that the sender is providing to the recipient.  
- **OUT tokens** represent the amount that the recipient is receiving from the sender.  

These tokens are fundamental to the mechanism of blockchain transactions, allowing for secure and transparent transfers of value."
"The name of the school founded in 1660, making it one of the oldest, is Hopkins School.",factual,,"As one of the oldest school which was founded in 1660, what is it's name?",The oldest school founded in 1660 is **St. John's School**.
Oranges are a type of fruit that is exported from Valencia.,factual,"Valencia's port is the biggest on the Mediterranean western coast, the first of Spain in container traffic as of 2008 and the second of Spain in total traffic, handling 20% of Spain's exports. The main exports are foodstuffs and beverages. Other exports include oranges, furniture, ceramic tiles, fans, textiles and iron products. Valencia's manufacturing sector focuses on metallurgy, chemicals, textiles, shipbuilding and brewing. Small and medium-sized industries are an important part of the local economy, and before the current crisis unemployment was lower than the Spanish average.",What type of fruit is exported from Valencia?,The type of fruit exported from Valencia is oranges.
The term BSoD refers to the Blue Screen of Death.,factual,,What does BSoD stand for?,BSoD stands for **Bioshock: The Last of Us**. It is a 2010 open-world survival horror game developed by BioWare.
"Two proposed projects to replace the discontinued SEPTA Regional Rail service are the Schuylkill Valley Metro extension to Wyomissing, PA, and the Media/Elwyn line extension back to Wawa, PA. Additionally, SEPTA's Airport Regional Rail Line provides direct service to the Philadelphia International Airport.",factual,"In 1981, large sections of the SEPTA Regional Rail service to the far suburbs of Philadelphia were discontinued due to lack of funding. Several projects have been proposed to extend rail service back to these areas, but lack of funding has again been the chief obstacle to implementation. These projects include the proposed Schuylkill Valley Metro to Wyomissing, PA, and extension of the Media/Elwyn line back to Wawa, PA. SEPTA's Airport Regional Rail Line Regional Rail offers direct service to the Philadelphia International Airport.",Name a proposed project to repalce it?,"The proposed project to replace the discontinued SEPTA Regional Rail service to Philadelphia's far suburbs is the Schuylkill Valley Metro to Wyomissing, PA."
"In the context of adolescent communication, ""channel"" refers to the method or mode of communication used, such as face-to-face interaction, email, text messaging, phone calls, or other forms of interaction.",factual,"When discussing peer relationships among adolescents it is also important to include information in regards to how they communicate with one another. An important aspect of communication is the channel used. Channel, in this respect, refers to the form of communication, be it face-to-face, email, text message, phone or other. Teens are heavy users of newer forms of communication such as text message and social-networking websites such as Facebook, especially when communicating with peers. Adolescents use online technology to experiment with emerging identities and to broaden their peer groups, such as increasing the amount of friends acquired on Facebook and other social media sites. Some adolescents use these newer channels to enhance relationships with peers however there can be negative uses as well such as cyberbullying, as mentioned previously, and negative impacts on the family.","To what does ""channel"" refer in terms if adolescent communication?","""Channel"" refers to the form of communication used by adolescents, such as face-to-face, email, text message, phone, or social-networking platforms like Facebook. While these methods can be beneficial for building relationships and expanding peer groups, they also carry risks, including cyberbullying and negative impacts on family."
The Matthaei Botanical Gardens spans an area of 300 acres.,factual,"Ann Arbor's ""Tree Town"" nickname stems from the dense forestation of its parks and residential areas. The city contains more than 50,000 trees along its streets and an equal number in parks. In recent years, the emerald ash borer has destroyed many of the city's approximately 10,500 ash trees. The city contains 157 municipal parks ranging from small neighborhood green spots to large recreation areas. Several large city parks and a university park border sections of the Huron River. Fuller Recreation Area, near the University Hospital complex, contains sports fields, pedestrian and bike paths, and swimming pools. The Nichols Arboretum, owned by the University of Michigan, is a 123-acre (50 ha) arboretum that contains hundreds of plant and tree species. It is on the city's east side, near the university's Central Campus. Located across the Huron River just beyond the university's North Campus is the university's Matthaei Botanical Gardens, which contains 300 acres of gardens and a large tropical conservatory.",How big is the Matthaei botanical garden?,The Matthaei botanical garden contains 300 acres of gardens and a large tropical conservatory.
The Union of Utrecht was signed by several northern provinces of the Low Countries.,irrelevant,"Yaroslav, known as ""the Wise"", struggled for power with his brothers. A son of Vladimir the Great, he was vice-regent of Novgorod at the time of his father's death in 1015. Subsequently, his eldest surviving brother, Svyatopolk the Accursed, killed three of his other brothers and seized power in Kiev. Yaroslav, with the active support of the Novgorodians and the help of Viking mercenaries, defeated Svyatopolk and became the grand prince of Kiev in 1019. Although he first established his rule over Kiev in 1019, he did not have uncontested rule of all of Kievan Rus' until 1036. Like Vladimir, Yaroslav was eager to improve relations with the rest of Europe, especially the Byzantine Empire. Yaroslav's granddaughter, Eupraxia the daughter of his son Vsevolod I, Prince of Kiev, was married to Henry III, Holy Roman Emperor. Yaroslav also arranged marriages for his sister and three daughters to the kings of Poland, France, Hungary and Norway. Yaroslav promulgated the first East Slavic law code, Russkaya Pravda; built Saint Sophia Cathedral in Kiev and Saint Sophia Cathedral in Novgorod; patronized local clergy and monasticism; and is said to have founded a school system. Yaroslav's sons developed the great Kiev Pechersk Lavra (monastery), which functioned in Kievan Rus' as an ecclesiastical academy.",In what year did Yaroslav become the prince of Kiev?,Yaroslav became the prince of Kiev in 1019.
"The song ""Keep Yourself Alive"" by Queen was ranked as the 31st greatest guitar song in a 1998 Rolling Stone article.",factual,"In July 1973, Queen finally under a Trident/EMI deal released their eponymous debut album, an effort influenced by the heavy metal and progressive rock of the day. The album was received well by critics; Gordon Fletcher of Rolling Stone said ""their debut album is superb"", and Chicago's Daily Herald called it an ""above average debut"". It drew little mainstream attention, and the lead single ""Keep Yourself Alive"", a Brian May composition, sold poorly. Retrospectively, ""Keep Yourself Alive"" is cited as the highlight of the album, and in 2008 Rolling Stone ranked it 31st in the ""100 Greatest Guitar Songs of All Time"", describing it as ""an entire album's worth of riffs crammed into a single song"". The album was certified gold in the UK and the US.",Which Queen song ranked as the 31st greatest guitar song in a 1998 Rolling Stone article?,"The Queen song that ranked 31st in the 1998 Rolling Stone article is ""Keep Yourself Alive""."
Gaddafi initiated the Third International Theory in June 1973.,factual,"In June 1973, Gaddafi created a political ideology as a basis for the Popular Revolution. Third International Theory considered the U.S. and the Soviet Union as imperialist, thus rejected Western capitalism as well as Eastern bloc communism's atheism. In this respect it was similar to the Three Worlds Theory developed by China's political leader Mao Zedong. As part of this theory, Gaddafi praised nationalism as a progressive force and advocated the creation of a pan-Arab state which would lead the Islamic and Third Worlds against imperialism.",In what month and year did Gaddafi begin Third International Theory?,"In June 1973, Gaddafi began the Third International Theory."
The first line to use the overhead wire system was Victoria to Crystal Palace.,factual,"In the UK, the London, Brighton and South Coast Railway pioneered overhead electrification of its suburban lines in London, London Bridge to Victoria being opened to traffic on 1 December 1909. Victoria to Crystal Palace via Balham and West Norwood opened in May 1911. Peckham Rye to West Norwood opened in June 1912. Further extensions were not made owing to the First World War. Two lines opened in 1925 under the Southern Railway serving Coulsdon North and Sutton railway station. The lines were electrified at 6.7 kV 25 Hz. It was announced in 1926 that all lines were to be converted to DC third rail and the last overhead electric service ran in September 1929.",What line used the overhead wire system first Victoria to Crystal Palace or Peckham Rye to West Noorwood?,"The line that used the overhead wire system first between Victoria and Crystal Palace or Peckham Rye to West Norwood was Victoria to Crystal Palace via Balham and West Norwood. This line opened in May 1911, which was earlier than Peckham Rye to West Norwood (opened in June 1912)."
Haredi Jews typically have very large families.,factual,"A 2006 study found Ashkenazi Jews to be a clear, homogeneous genetic subgroup. Strikingly, regardless of the place of origin, Ashkenazi Jews can be grouped in the same genetic cohort – that is, regardless of whether an Ashkenazi Jew's ancestors came from Poland, Russia, Hungary, Lithuania, or any other place with a historical Jewish population, they belong to the same ethnic group. The research demonstrates the endogamy of the Jewish population in Europe and lends further credence to the idea of Ashkenazi Jews as an ethnic group. Moreover, though intermarriage among Jews of Ashkenazi descent has become increasingly common, many Haredi Jews, particularly members of Hasidic or Hareidi sects, continue to marry exclusively fellow Ashkenazi Jews. This trend keeps Ashkenazi genes prevalent and also helps researchers further study the genes of Ashkenazi Jews with relative ease. It is noteworthy that these Haredi Jews often have extremely large families.",Do Haredi Jews tend to have large or small families?,Haredi Jews tend to have large families.
"In 2012, it was Forbes magazine that ranked Beyoncé at number 16 on their Celebrity 100 list.",factual,"Forbes magazine began reporting on Beyoncé's earnings in 2008, calculating that the $80 million earned between June 2007 to June 2008, for her music, tour, films and clothing line made her the world's best-paid music personality at the time, above Madonna and Celine Dion. They placed her fourth on the Celebrity 100 list in 2009 and ninth on the ""Most Powerful Women in the World"" list in 2010. The following year, Forbes placed her eighth on the ""Best-Paid Celebrities Under 30"" list, having earned $35 million in the past year for her clothing line and endorsement deals. In 2012, Forbes placed Beyoncé at number 16 on the Celebrity 100 list, twelve places lower than three years ago yet still having earned $40 million in the past year for her album 4, clothing line and endorsement deals. In the same year, Beyoncé and Jay Z placed at number one on the ""World's Highest-Paid Celebrity Couples"", for collectively earning $78 million. The couple made it into the previous year's Guinness World Records as the ""highest-earning power couple"" for collectively earning $122 million in 2009. For the years 2009 to 2011, Beyoncé earned an average of $70 million per year, and earned $40 million in 2012. In 2013, Beyoncé's endorsements of Pepsi and H&M made her and Jay Z the world's first billion dollar couple in the music industry. That year, Beyoncé was published as the fourth most-powerful celebrity in the Forbes rankings. MTV estimated that by the end of 2014, Beyoncé would become the highest-paid black musician in history; she succeeded to do so in April 2014. In June 2014, Beyoncé ranked at #1 on the Forbes Celebrity 100 list, earning an estimated $115 million throughout June 2013 – June 2014. This in turn was the first time she had topped the Celebrity 100 list as well as being her highest yearly earnings to date. As of May 2015, her net worth is estimated to be $250 million.",In 2012 who placed Beyonce at 16 in the Celebrity List?,"The answer is that Beyoncé and Jay Z placed her at number 16 on the ""World's Highest-Paid Celebrity Couples"" in 2012, as stated in the context. However, the specific name of the person who placed her at 16 in the Celebrity List is not explicitly mentioned in the provided context. The context highlights that Forbes placed her at number 16 in 2012, but it does not name the individual or group associated with that placement. 

**Answer:** Beyoncé and Jay Z placed her at number 16 on the ""World's Highest-Paid Celebrity Couples"" in 2012."
"Seattle experienced hurricane-force winds and heavy rainfall on December 2-4, 2007.",factual,"Seattle experiences its heaviest rainfall during the months of November, December and January, receiving roughly half of its annual rainfall (by volume) during this period. In late fall and early winter, atmospheric rivers (also known as ""Pineapple Express"" systems), strong frontal systems, and Pacific low pressure systems are common. Light rain & drizzle are the predominant forms of precipitation during the remainder of the year; for instance, on average, less than 1.6 in (41 mm) of rain falls in July and August combined when rain is rare. On occasion, Seattle experiences somewhat more significant weather events. One such event occurred on December 2–4, 2007, when sustained hurricane-force winds and widespread heavy rainfall associated with a strong Pineapple Express event occurred in the greater Puget Sound area and the western parts of Washington and Oregon. Precipitation totals exceeded 13.8 in (350 mm) in some areas with winds topping out at 209 km/h (130 mph) along coastal Oregon. It became the second wettest event in Seattle history when a little over 130 mm (5.1 in) of rain fell on Seattle in a 24-hour period. Lack of adaptation to the heavy rain contributed to five deaths and widespread flooding and damage.",When did Seattle have hurricane type winds and heavy rains?,"The context mentions that a significant weather event occurred on December 2–4, 2007, with hurricane-force winds and widespread heavy rainfall. Therefore, the answer is **December 2–4, 2007**."
"The market chain that has expanded near downtown New Haven, contributing to its growth, is Stop & Shop.",factual,"Since approximately 2000, many parts of downtown New Haven have been revitalized, with new restaurants, nightlife, and small retail stores. In particular, the area surrounding the New Haven Green has experienced an influx of apartments and condominiums. In recent years, downtown retail options have increased with the opening of new stores such as Urban Oufitters, J Crew, Origins, American Apparel, Gant Clothing, and an Apple Store, joining older stores such as Barnes & Noble, Cutlers Records, and Raggs Clothing. In addition, downtown's growing residential population will be served by two new supermarkets, a Stop & Shop just outside downtown and Elm City Market located one block from the Green. The recent turnaround of downtown New Haven has received positive press from various periodicals.","Including to the growth, what market chain have expanded nearby Downtown New Haven?","The market chains that have expanded nearby Downtown New Haven include Urban Oufitters, J Crew, Origins, American Apparel, Gant Clothing, Apple Store, and the old stores such as Barnes & Noble, Cutlers Records, and Raggs Clothing. Additionally, new supermarkets like Stop & Shop and Elm City Market have also been established."
Northern Rock requested security from the Bank of England.,factual,"One of the first victims was Northern Rock, a medium-sized British bank. The highly leveraged nature of its business led the bank to request security from the Bank of England. This in turn led to investor panic and a bank run in mid-September 2007. Calls by Liberal Democrat Treasury Spokesman Vince Cable to nationalise the institution were initially ignored; in February 2008, however, the British government (having failed to find a private sector buyer) relented, and the bank was taken into public hands. Northern Rock's problems proved to be an early indication of the troubles that would soon befall other banks and financial institutions.",Who did Northern Rock request security from?,The Bank of England.
Over ten people sustained serious injuries in the derailment.,factual,"The Valencia Metro derailment occurred on 3 July 2006 at 1 pm. CEST (1100 UTC) between Jesús and Plaça d'Espanya stations on Line 1 of the Metrovalencia mass transit system. 43 people were killed and more than ten were seriously injured. It was not immediately clear what caused the crash. Both the Valencian government spokesman Vicente Rambla and Mayor Rita Barberá called the accident a ""fortuitous"" event. However, the trade union CC.OO. accused the authorities of ""rushing"" to say anything but admit that Line 1 is in a state of ""constant deterioration"" with a ""failure to carry out maintenance"".",How many people were gravely injured by the derailment?,43 people were killed and more than ten were seriously injured.
"Pierce gave the Start Screen such glowing reviews because it enables users to engage with dynamic information, unlike the ""folder-littered desktops"" found on other operating systems.",factual,"Reviews of the various editions of Windows 8 have been mixed. Tom Warren of The Verge said that although Windows 8's emphasis on touch computing was significant and risked alienating desktop users, a ""tablet PC with Windows 8 makes an iPad feel immediately out of date"" due to the capabilities of the operating system's hybrid model and increased focus on cloud services. David Pierce of The Verge described Windows 8 as ""the first desktop operating system that understands what a computer is supposed to do in 2012"" and praised Microsoft's ""no compromise"" approach and the operating system's emphasis on Internet connectivity and cloud services. Pierce also considered the Start Screen to be a ""brilliant innovation for desktop computers"" when compared with ""folder-littered desktops on every other OS"" because it allows users to interact with dynamic information. In contrast, an ExtremeTech article said it was Microsoft ""flailing"" and a review in PC Magazine condemned the Metro-style user interface. Some of the included apps in Windows 8 were considered to be basic and lacking in functionality, but the Xbox apps were praised for their promotion of a multi-platform entertainment experience. Other improvements and features (such as File History, Storage Spaces, and the updated Task Manager) were also regarded as positive changes. Peter Bright of Ars Technica wrote that while its user interface changes may overshadow them, Windows 8's improved performance, updated file manager, new storage functionality, expanded security features, and updated Task Manager were still positive improvements for the operating system. Bright also said that Windows 8's duality towards tablets and traditional PCs was an ""extremely ambitious"" aspect of the platform as well, but criticized Microsoft for emulating Apple's model of a closed distribution platform when implementing the Windows Store.",Why did Pierce give the Start Screen such glowing reviews?,"David Pierce gave the Start Screen glowing reviews because he praised its innovative design and its role as a ""brilliant innovation for desktop computers"" compared to other operating systems. He highlighted its ability to enhance user interaction with dynamic information, making it a positive feature for desktop users."
exegesis,contradiction,"Muhammad Husayn Tabatabaei says that according to the popular explanation among the later exegetes, ta'wil indicates the particular meaning a verse is directed towards. The meaning of revelation (tanzil), as opposed to ta'wil, is clear in its accordance to the obvious meaning of the words as they were revealed. But this explanation has become so widespread that, at present, it has become the primary meaning of ta'wil, which originally meant ""to return"" or ""the returning place"". In Tabatabaei's view, what has been rightly called ta'wil, or hermeneutic interpretation of the Quran, is not concerned simply with the denotation of words. Rather, it is concerned with certain truths and realities that transcend the comprehension of the common run of men; yet it is from these truths and realities that the principles of doctrine and the practical injunctions of the Quran issue forth. Interpretation is not the meaning of the verse—rather it transpires through that meaning, in a special sort of transpiration. There is a spiritual reality—which is the main objective of ordaining a law, or the basic aim in describing a divine attribute—and then there is an actual significance that a Quranic story refers to.",What philosophical term corresponds to the type of interpretation in ta'wil?,The philosophical term corresponding to the type of interpretation in ta'wil is **hermeneutic interpretation**.
"Following the initial inhabitants, the Visigoths and the Suebi, both Germanic tribes, settled in the region.",factual,"The land within the borders of current Portugal has been continuously settled and fought over since prehistoric times. The Celts and the Romans were followed by the Visigothic and the Suebi Germanic peoples, who were themselves later invaded by the Moors. These Muslim peoples were eventually expelled during the Christian Reconquista of the peninsula. By 1139, Portugal had established itself as a kingdom independent from León. In the 15th and 16th centuries, as the result of pioneering the Age of Discovery, Portugal expanded Western influence and established the first global empire, becoming one of the world's major economic, political and military powers.",Which two groups followed the first inhabitants?,The two groups that followed the first inhabitants of Portugal are the Visigothic and the Suebi Germanic peoples.
One thing the Ottoman legal system did not have was an appellate structure.,factual,"The Ottoman Islamic legal system was set up differently from traditional European courts. Presiding over Islamic courts would be a Qadi, or judge. Since the closing of the ijtihad, or Gate of Interpretation, Qadis throughout the Ottoman Empire focused less on legal precedent, and more with local customs and traditions in the areas that they administered. However, the Ottoman court system lacked an appellate structure, leading to jurisdictional case strategies where plaintiffs could take their disputes from one court system to another until they achieved a ruling that was in their favor.",What was one thing the Ottoman legal system lacked?,"The Ottoman legal system lacked an appellate structure, which led to a case strategy where disputes were resolved through multiple courts until a ruling was reached in favor of the plaintiff."
The capital of Russia is Saint Petersburg.,factual,"The Baltic was[when?] a forgotten theatre of the Crimean War. Popularisation of events elsewhere overshadowed the significance of this theatre, which was close to Saint Petersburg, the Russian capital. In April 1854 an Anglo-French fleet entered the Baltic to attack the Russian naval base of Kronstadt and the Russian fleet stationed there. In August 1854 the combined British and French fleet returned to Kronstadt for another attempt. The outnumbered Russian Baltic Fleet confined its movements to the areas around its fortifications. At the same time, the British and French commanders Sir Charles Napier and Alexandre Ferdinand Parseval-Deschenes—although they led the largest fleet assembled since the Napoleonic Wars—considered the Sveaborg fortress too well-defended to engage. Thus, shelling of the Russian batteries was limited to two attempts in the summers of 1854 and 1855, and initially, the attacking fleets limited their actions to blockading Russian trade in the Gulf of Finland. Naval attacks on other ports, such as the ones in the island of Hogland in the Gulf of Finland, proved more successful. Additionally, allies conducted raids on less fortified sections of the Finnish coast. These battles are known in Finland as the Åland war.",What is the Russian capital?,The Russian capital is Saint Petersburg.
"By impersonating a trusted user from the Rome Laboratory, the hackers were able to gain access to connected networks.",factual,"In 1994, over a hundred intrusions were made by unidentified crackers into the Rome Laboratory, the US Air Force's main command and research facility. Using trojan horses, hackers were able to obtain unrestricted access to Rome's networking systems and remove traces of their activities. The intruders were able to obtain classified files, such as air tasking order systems data and furthermore able to penetrate connected networks of National Aeronautics and Space Administration's Goddard Space Flight Center, Wright-Patterson Air Force Base, some Defense contractors, and other private sector organizations, by posing as a trusted Rome center user.",How were hackers able to penetrate connected networks?,"Hackers were able to penetrate connected networks by using **trojan horses** to bypass security systems. In the case of the **Rome Laboratory** in 1994, they disguised themselves as a trusted Rome center user to gain unrestricted access and remove traces of their activities, allowing them to obtain classified files such as air tasking order systems data. Similarly, in the **Goddard Space Flight Center**, hackers posed as a trusted Rome user to access their own networks, enabling them to penetrate systems of other organizations like NASA, defense contractors, and private sector entities."
Cupid was the one who shot Daphne with a leaden arrow.,factual,"Daphne was a nymph, daughter of the river god Peneus, who had scorned Apollo. The myth explains the connection of Apollo with δάφνη (daphnē), the laurel whose leaves his priestess employed at Delphi. In Ovid's Metamorphoses, Phoebus Apollo chaffs Cupid for toying with a weapon more suited to a man, whereupon Cupid wounds him with a golden dart; simultaneously, however, Cupid shoots a leaden arrow into Daphne, causing her to be repulsed by Apollo. Following a spirited chase by Apollo, Daphne prays to her father, Peneus, for help, and he changes her into the laurel tree, sacred to Apollo.",Who shot Daphne with a leaden arrow?,Cupid.
Mary is rumored to have died in Ephesus.,factual,"Ephesus is a cultic centre of Mary, the site of the first Church dedicated to her and the rumoured place of her death. Ephesus was previously a centre for worship of Artemis a virgin goddess. The Temple of Artemis at Ephesus being regarded as one of the Seven Wonders of the Ancient World The cult of Mary was furthered by Queen Theodora in the 6th Century. According to William E. Phipps, in the book Survivals of Roman Religion ""Gordon Laing argues convincingly that the worship of Artemis as both virgin and mother at the grand Ephesian temple contributed to the veneration of Mary.""",Where was Mary rumored to have died?,Ephesus.
Ben Franklin wrote the satire proposing to wake people up by firing cannons at sunrise in the year 1784.,factual,"During his time as an American envoy to France, Benjamin Franklin, publisher of the old English proverb, ""Early to bed, and early to rise, makes a man healthy, wealthy and wise"", anonymously published a letter suggesting that Parisians economize on candles by rising earlier to use morning sunlight. This 1784 satire proposed taxing shutters, rationing candles, and waking the public by ringing church bells and firing cannons at sunrise. Despite common misconception, Franklin did not actually propose DST; 18th-century Europe did not even keep precise schedules. However, this soon changed as rail and communication networks came to require a standardization of time unknown in Franklin's day.",In what year did Ben Franklin write a satire suggesting firing cannons at sunrise to wake people up?,The year is 1784.
Jackie Chan donated $1.57 million to support the victims.,factual,"On the evening of May 18, CCTV-1 hosted a special four-hour program called The Giving of Love (simplified Chinese: 爱的奉献; traditional Chinese: 愛的奉獻), hosted by regulars from the CCTV New Year's Gala and round-the-clock coverage anchor Bai Yansong. It was attended by a wide range of entertainment, literary, business and political figures from mainland China, Hong Kong, Singapore and Taiwan. Donations of the evening totalled 1.5 billion Chinese Yuan (~US$208 million). Of the donations, CCTV gave the biggest corporate contribution at ¥50 million. Almost at the same time in Taiwan, a similarly themed programme was on air hosted by the sitting president Ma Ying-jeou. In June, Hong Kong actor Jackie Chan, who donated $1.57 million to the victims, made a music video alongside other artists entitled ""Promise""; the song was composed by Andy Lau. The Artistes 512 Fund Raising Campaign, an 8-hour fundraising marathon, was held on June 1 in Hong Kong; it was attended by some 200 Sinosphere musicians and celebrities. In Singapore, MediaCorp Channel 8 hosted a 'live' programme 让爱川流不息 to raise funds for the victims.",How much did Jackie Chan donate to support?,Jackie Chan donated $1.57 million to the victims.
Congress has delegated the responsibility of establishing the rules of conduct for the courts to the Supreme Court.,irrelevant,"In 1933, von Neumann was offered a lifetime professorship on the faculty of the Institute for Advanced Study when the institute's plan to appoint Hermann Weyl fell through. He remained a mathematics professor there until his death, although he announced that shortly before his intention to resign and become a professor at large at the University of California. His mother, brothers and in-laws followed John to the United States in 1939. Von Neumann anglicized his first name to John, keeping the German-aristocratic surname of von Neumann. His brothers changed theirs to ""Neumann"" and ""Vonneumann"". Von Neumann became a naturalized citizen of the United States in 1937, and immediately tried to become a lieutenant in the United States Army's Officers Reserve Corps. He passed the exams easily, but was ultimately rejected because of his age. His prewar analysis is often quoted. Asked about how France would stand up to Germany he said ""Oh, France won't matter.""",In what year was Von Neumann offered a lifetime professorship? ,The year Von Neumann was offered a lifetime professorship is 1933.
Ben Goldacre is the individual who argued that drug regulators were more focused on serving the interests of pharmaceutical companies rather than prioritizing the needs of patients.,factual,"Ben Goldacre has argued that regulators – such as the Medicines and Healthcare products Regulatory Agency (MHRA) in the UK, or the Food and Drug Administration (FDA) in the United States – advance the interests of the drug companies rather than the interests of the public due to revolving door exchange of employees between the regulator and the companies and friendships develop between regulator and company employees. He argues that regulators do not require that new drugs offer an improvement over what is already available, or even that they be particularly effective.",Who argued that drug regulators were greater serving the interests of the drug companies than the patients?,Ben Goldacre.
