answer,type,context,question,qwen
"By 1811, Napoleon's empire had a population of more than 70 million people.",factual,"Hoping to extend the Continental System, Napoleon invaded Iberia and declared his brother Joseph the King of Spain in 1808. The Spanish and the Portuguese revolted with British support. The Peninsular War lasted six years, noted for its brutal guerrilla warfare, and culminated in an Allied victory. Fighting also erupted in Central Europe, as the Austrians launched another attack against the French in 1809. Napoleon defeated them at the Battle of Wagram, dissolving the Fifth Coalition formed against France. By 1811, Napoleon ruled over 70 million people across an empire that had domination in Europe, which had not witnessed this level of political consolidation since the days of the Roman Empire. He maintained his strategic status through a series of alliances and family appointments. He created a new aristocracy in France while allowing the return of nobles who had been forced into exile by the Revolution.","By 1811, what was the population of Napoleon's Empire?","""factual"""
"Principia Mathematica spanned more than 2,000 pages in its final published form.",factual,"Whitehead and Russell had thought originally that Principia Mathematica would take a year to complete; it ended up taking them ten years. To add insult to injury, when it came time for publication, the three-volume work was so massive (more than 2,000 pages) and its audience so narrow (professional mathematicians) that it was initially published at a loss of 600 pounds, 300 of which was paid by Cambridge University Press, 200 by the Royal Society of London, and 50 apiece by Whitehead and Russell themselves. Despite the initial loss, today there is likely no major academic library in the world which does not hold a copy of Principia Mathematica.",How many pages was Principia Mathematica?,"""factual"""
The oxidation state for zinc is +2.,factual,"Zinc is a chemical element with symbol Zn and atomic number 30. It is the first element of group 12 of the periodic table. In some respects zinc is chemically similar to magnesium: its ion is of similar size and its only common oxidation state is +2. Zinc is the 24th most abundant element in Earth's crust and has five stable isotopes. The most common zinc ore is sphalerite (zinc blende), a zinc sulfide mineral. The largest mineable amounts are found in Australia, Asia, and the United States. Zinc production includes froth flotation of the ore, roasting, and final extraction using electricity (electrowinning).",What is the oxidation state for zinc?,"""factual"""
The military administration failed to utilize the oil revenues for investing in infrastructure.,factual,"During the oil boom of the 1970s, Nigeria joined OPEC and the huge revenue generated made the economy richer. Despite huge revenues from oil production and sale, the military administration did little to improve the standard of living of the population, help small and medium businesses, or invest in infrastructure. As oil revenues fuelled the rise of federal subventions to states, the federal government became the centre of political struggle and the threshold of power in the country. As oil production and revenue rose, the Nigerian government became increasingly dependent on oil revenues and the international commodity markets for budgetary and economic concerns. It did not develop other sources of the economy for economic stability. That spelled doom to federalism in Nigeria.",Who failed to use the oil revenues to invest in infrastructure?,"""factual"""
Insight Namibia is the most widely read current affairs magazine in Namibia.,factual,"Other mentionable newspapers are the tabloid Informanté owned by TrustCo, the weekly Windhoek Observer, the weekly Namibia Economist, as well as the regional Namib Times. Current affairs magazines include Insight Namibia, Vision2030 Focus magazine[citation needed] and Prime FOCUS. Sister Namibia Magazine stands out as the longest running NGO magazine in Namibia, while Namibia Sport is the only national sport magazine. Furthermore, the print market is complemented with party publications, student newspapers and PR publications.",What is the most popular current affairs magazine in Namibia?,contradiction
The Premier League made the decision to grant broadcasting rights to BSkyB in the year 1992.,factual,"Television has played a major role in the history of the Premier League. The League's decision to assign broadcasting rights to BSkyB in 1992 was at the time a radical decision, but one that has paid off. At the time pay television was an almost untested proposition in the UK market, as was charging fans to watch live televised football. However, a combination of Sky's strategy, the quality of Premier League football and the public's appetite for the game has seen the value of the Premier League's TV rights soar.",In which year did the Premier League decide to give BSkyB broadcasting rights?,"""factual"""
The Movement For Democracy in Liberia requested the extradition of Charles Taylor from Nigeria.,factual,"The subsequent 2005 elections were internationally regarded as the most free and fair in Liberian history. Ellen Johnson Sirleaf, a Harvard-trained economist and former Minister of Finance, was elected as the first female president in Africa. Upon her inauguration, Sirleaf requested the extradition of Taylor from Nigeria and transferred him to the SCSL for trial in The Hague. In 2006, the government established a Truth and Reconciliation Commission to address the causes and crimes of the civil war.","Movement For democracy in Liberia requested the extradition of whom""","""factual"""
Approximately 50% of Namibia's population relies on agriculture for their livelihood.,factual,"About half of the population depends on agriculture (largely subsistence agriculture) for its livelihood, but Namibia must still import some of its food. Although per capita GDP is five times the per capita GDP of Africa's poorest countries, the majority of Namibia's people live in rural areas and exist on a subsistence way of life. Namibia has one of the highest rates of income inequality in the world, due in part to the fact that there is an urban economy and a more rural cash-less economy. The inequality figures thus take into account people who do not actually rely on the formal economy for their survival. Although arable land accounts for only 1% of Namibia, nearly half of the population is employed in agriculture.",How much of the population depends on agriculture?,"""factual"""
The traditional building materials in Tuvalu were derived from plants and trees native to the region.,factual,"The traditional buildings of Tuvalu used plants and trees from the native broadleaf forest, including timber from: Pouka, (Hernandia peltata); Ngia or Ingia bush, (Pemphis acidula); Miro, (Thespesia populnea); Tonga, (Rhizophora mucronata); Fau or Fo fafini, or woman's fibre tree (Hibiscus tiliaceus). and fibre from: coconut; Ferra, native fig (Ficus aspem); Fala, screw pine or Pandanus. The buildings were constructed without nails and were lashed and tied together with a plaited sennit rope that was handmade from dried coconut fibre.",What were the traditional building materials on Tuvalu?,"""factual"""
The organic deposits were transformed into bitumen over millions of years at temperatures ranging from 50 to 150 °C (120 to 300 °F).,factual,"Asphalt/bitumen is similar to the organic matter in carbonaceous meteorites. However, detailed studies have shown these materials to be distinct. The vast Alberta bitumen resources are believed to have started out as living material from marine plants and animals, mainly algae, that died millions of years ago when an ancient ocean covered Alberta. They were covered by mud, buried deeply over the eons, and gently cooked into oil by geothermal heat at a temperature of 50 to 150 °C (120 to 300 °F). Due to pressure from the rising of the Rocky Mountains in southwestern Alberta, 80 to 55 million years ago, the oil was driven northeast hundreds of kilometres into underground sand deposits left behind by ancient river beds and ocean beaches, thus forming the oil sands.",What temperatures did the organic deposits need to form bitumen over the eons?,"""factual"""
"The DIN system was created by the Deutsches Institut für Normung (DIN), which was still known as Deutscher Normenausschuß (DNA) at the time of its publication in January 1934.",factual,"The DIN system, officially DIN standard 4512 by Deutsches Institut für Normung (but still named Deutscher Normenausschuß (DNA) at this time), was published in January 1934. It grew out of drafts for a standardized method of sensitometry put forward by Deutscher Normenausschuß für Phototechnik as proposed by the committee for sensitometry of the Deutsche Gesellschaft für photographische Forschung since 1930 and presented by Robert Luther (de) (1868–1945) and Emanuel Goldberg (1881–1970) at the influential VIII. International Congress of Photography (German: Internationaler Kongreß für wissenschaftliche und angewandte Photographie) held in Dresden from August 3 to 8, 1931.",Who created the DIN system?,contradiction
"In Estonian, the canonical word order is subject-verb-object (SVO).",factual,"Typologically, Estonian represents a transitional form from an agglutinating language to a fusional language. The canonical word order is SVO (subject–verb–object).",How are words ordered in Estonian canonically?,"""factual"""
"According to James, emotion is synonymous with the perception of bodily changes as they occur.",factual,"In his 1884 article William James argued that feelings and emotions were secondary to physiological phenomena. In his theory, James proposed that the perception of what he called an ""exciting fact"" directly led to a physiological response, known as ""emotion."" To account for different types of emotional experiences, James proposed that stimuli trigger activity in the autonomic nervous system, which in turn produces an emotional experience in the brain. The Danish psychologist Carl Lange also proposed a similar theory at around the same time, and therefore this theory became known as the James–Lange theory. As James wrote, ""the perception of bodily changes, as they occur, is the emotion."" James further claims that ""we feel sad because we cry, angry because we strike, afraid because we tremble, and neither we cry, strike, nor tremble because we are sorry, angry, or fearful, as the case may be.""",What did James believe emotion was synonymous with?,"""factual"""
The coastal artillery batteries that were set up shortly after 1852 were named Fort Rosecrans.,factual,"The southern portion of the Point Loma peninsula was set aside for military purposes as early as 1852. Over the next several decades the Army set up a series of coastal artillery batteries and named the area Fort Rosecrans. Significant U.S. Navy presence began in 1901 with the establishment of the Navy Coaling Station in Point Loma, and expanded greatly during the 1920s. By 1930, the city was host to Naval Base San Diego, Naval Training Center San Diego, San Diego Naval Hospital, Camp Matthews, and Camp Kearny (now Marine Corps Air Station Miramar). The city was also an early center for aviation: as early as World War I, San Diego was proclaiming itself ""The Air Capital of the West"". The city was home to important airplane developers and manufacturers like Ryan Airlines (later Ryan Aeronautical), founded in 1925, and Consolidated Aircraft (later Convair), founded in 1923. Charles A. Lindbergh's plane The Spirit of St. Louis was built in San Diego in 1927 by Ryan Airlines.",What names was given to coastal artillery batteries erected shortly after 1852?,"""factual"""
"Erichtho was accused of undermining the natural order of gods, mankind, and destiny.",factual,"Lucan depicts Sextus Pompeius, the doomed son of Pompey the Great, as convinced ""the gods of heaven knew too little"" and awaiting the Battle of Pharsalus by consulting with the Thessalian witch Erichtho, who practices necromancy and inhabits deserted graves, feeding on rotting corpses. Erichtho, it is said, can arrest ""the rotation of the heavens and the flow of rivers"" and make ""austere old men blaze with illicit passions"". She and her clients are portrayed as undermining the natural order of gods, mankind and destiny. A female foreigner from Thessaly, notorious for witchcraft, Erichtho is the stereotypical witch of Latin literature, along with Horace's Canidia.",What natural order was Erichtho accused of undermining?,"""factual"""
The United States had a significantly larger air force compared to the Soviet Union.,factual,"For its part, the Soviet Union harbored fears of invasion. Having suffered at least 27 million casualties during World War II after being invaded by Nazi Germany in 1941, the Soviet Union was wary of its former ally, the United States, which until late 1949 was the sole possessor of atomic weapons. The United States had used these weapons operationally during World War II, and it could use them again against the Soviet Union, laying waste its cities and military centers. Since the Americans had a much larger air force than the Soviet Union, and the United States maintained advance air bases near Soviet territory, in 1947 Stalin ordered the development of intercontinental ballistic missiles (ICBMs) in order to counter the perceived American threat.",What type of military force did the US possess a much larger fleet than the Soviet Union?,"""factual"""
The vehicle where the musicians play is called a Carrosa.,factual,"Comparsas are held throughout the week, consisting of large groups ""of dancers dancing and traveling on the streets, followed by a Carrosa (carriage) where the musicians play. The Comparsa is a development of African processions where groups of devotees follow a given saint or deity during a particular religious celebration"". One of the most popular comparsas of Fiesta de Carnaval is the male group comparsa, usually composed of notable men from the community who dress up in outlandish costumes or cross-dress and dance to compete for money and prizes. Other popular activities include body painting and flour fighting. ""On the last day of Carnival painters flood the street to paint each other. This simply means that a mixture of water paint and water or raw eggs is used to paint people on the streets, the goal being to paint as many people as you can"".",What's the name of the vehicle where the musicians play?,"""factual"""
9.9%,contradiction,"Hinduism is the religion of 79.8% of New Delhi's population. There are also communities of Muslims (12.9%), Sikhs (5.4%), Jains (1.1%) and Christians (0.9%) in Delhi. Other religious groups (2.5%) include Parsis, Buddhists and Jews.",What percentage of New Delhi's population is Christian?,"""factual"""
7.5%,contradiction,"Economic growth in Swaziland has lagged behind that of its neighbours. Real GDP growth since 2001 has averaged 2.8%, nearly 2 percentage points lower than growth in other Southern African Customs Union (SACU) member countries. Low agricultural productivity in the SNLs, repeated droughts, the devastating effect of HIV/AIDS and an overly large and inefficient government sector are likely contributing factors. Swaziland's public finances deteriorated in the late 1990s following sizeable surpluses a decade earlier. A combination of declining revenues and increased spending led to significant budget deficits.",What has the Real growth in GDP since 2001 in Swaziland in percentage?,contradiction
Jehovah's Witnesses estimate their global growth rate to be 1.5% annually.,factual,"As of August 2015, Jehovah's Witnesses report an average of 8.2 million publishers—the term they use for members actively involved in preaching—in 118,016 congregations. In 2015, these reports indicated over 1.93 billion hours spent in preaching and ""Bible study"" activity. Since the mid-1990s, the number of peak publishers has increased from 4.5 million to 8.2 million. In the same year, they conducted ""Bible studies"" with over 9.7 million individuals, including those conducted by Witness parents with their children. Jehovah's Witnesses estimate their current worldwide growth rate to be 1.5% per year.",What do Jehovah's Witnesses their worldwide growth rate to be?,"""factual"""
"In Oklahoma, 11,330 individuals speak Vietnamese as their language.",factual,"German is the fourth most commonly used language, with 13,444 speakers representing about 0.4% of the total state population. Fifth is Vietnamese, spoken by 11,330 people, or about 0.4% of the population, many of whom live in the Asia District of Oklahoma City. Other languages include French with 8,258 speakers (0.3%), Chinese with 6,413 (0.2%), Korean with 3,948 (0.1%), Arabic with 3,265 (0.1%), other Asian languages with 3,134 (0.1%), Tagalog with 2,888 (0.1%), Japanese with 2,546 (0.1%), and African languages with 2,546 (0.1%). In addition to Cherokee, more than 25 Native American languages are spoken in Oklahoma, second only to California (though, it should be noted that only Cherokee exhibits language vitality at present).",How many Oklahomans speak Vietnamese?,"""factual"""
Alexis Bouvard studied the orbit of Neptune's distant cousin Mars.,contradiction,"In 1821, Alexis Bouvard published astronomical tables of the orbit of Neptune's neighbour Uranus. Subsequent observations revealed substantial deviations from the tables, leading Bouvard to hypothesise that an unknown body was perturbing the orbit through gravitational interaction. In 1843, John Couch Adams began work on the orbit of Uranus using the data he had. Via Cambridge Observatory director James Challis, he requested extra data from Sir George Airy, the Astronomer Royal, who supplied it in February 1844. Adams continued to work in 1845–46 and produced several different estimates of a new planet.",What did Alexis Bouvard study? ,contradiction
"The ""cool communities"" program in Los Angeles estimates that by investing $1 billion, they could lower urban temperatures by around 3 degrees Celsius.",factual,"Urban heat islands (UHI) are metropolitan areas with higher temperatures than that of the surrounding environment. The higher temperatures are a result of increased absorption of the Solar light by urban materials such as asphalt and concrete, which have lower albedos and higher heat capacities than those in the natural environment. A straightforward method of counteracting the UHI effect is to paint buildings and roads white and plant trees. Using these methods, a hypothetical ""cool communities"" program in Los Angeles has projected that urban temperatures could be reduced by approximately 3 °C at an estimated cost of US$1 billion, giving estimated total annual benefits of US$530 million from reduced air-conditioning costs and healthcare savings.","A program in Los Angeles believes that with $1 billion, city temperatures could be reduced by approximately how many degrees in Celsius?","""factual"""
The earliest known chemical evidence of barley beer production dates back to approximately 3500-3100 BC.,factual,"The earliest known chemical evidence of barley beer dates to circa 3500–3100 BC from the site of Godin Tepe in the Zagros Mountains of western Iran. Some of the earliest Sumerian writings contain references to beer; examples include a prayer to the goddess Ninkasi, known as ""The Hymn to Ninkasi"", which served as both a prayer as well as a method of remembering the recipe for beer in a culture with few literate people, and the ancient advice (Fill your belly. Day and night make merry) to Gilgamesh, recorded in the Epic of Gilgamesh, by the ale-wife Siduri may, at least in part, have referred to the consumption of beer. The Ebla tablets, discovered in 1974 in Ebla, Syria, show that beer was produced in the city in 2500 BC. A fermented beverage using rice and fruit was made in China around 7000 BC. Unlike sake, mould was not used to saccharify the rice (amylolytic fermentation); the rice was probably prepared for fermentation by mastication or malting.",When does evidence show the earliest known barley beer was produced?,"""factual"""
"As of 2014, Christianity was the most widely practiced religion in New York.",factual,"Christianity (59%), particularly Catholicism (33%), was the most prevalently practiced religion in New York as of 2014, followed by Judaism, with approximately 1.1 million Jews in New York City, over half living in Brooklyn. Islam ranks third in New York City, with official estimates ranging between 600,000 and 1,000,000 observers and including 10% of the city's public schoolchildren, followed by Hinduism, Buddhism, and a variety of other religions, as well as atheism. In 2014, 24% self-identified with no organized religious affiliation.",What was the most prominent religion in New York as of 2014?,"""factual"""
The eastern and western churches split over the issue of papal supremacy.,factual,"Christianity was a major unifying factor between Eastern and Western Europe before the Arab conquests, but the conquest of North Africa sundered maritime connections between those areas. Increasingly the Byzantine Church differed in language, practices, and liturgy from the western Church. The eastern church used Greek instead of the western Latin. Theological and political differences emerged, and by the early and middle 8th century issues such as iconoclasm, clerical marriage, and state control of the church had widened to the extent that the cultural and religious differences were greater than the similarities. The formal break came in 1054, when the papacy and the patriarchy of Constantinople clashed over papal supremacy and excommunicated each other, which led to the division of Christianity into two churches—the western branch became the Roman Catholic Church and the eastern branch the Orthodox Church.",Over what issue did the eastern and western churches split?,"""factual"""
"Play is stopped when the ball goes out of bounds, in addition to when the referee intervenes for a rules violation.",factual,"In game play, players attempt to create goal-scoring opportunities through individual control of the ball, such as by dribbling, passing the ball to a team-mate, and by taking shots at the goal, which is guarded by the opposing goalkeeper. Opposing players may try to regain control of the ball by intercepting a pass or through tackling the opponent in possession of the ball; however, physical contact between opponents is restricted. Football is generally a free-flowing game, with play stopping only when the ball has left the field of play or when play is stopped by the referee for an infringement of the rules. After a stoppage, play recommences with a specified restart.","Besides a referee interfering, when else is play stopped?","""factual"""
The first 128 symbols in both ASCII and Unicode are identical.,factual,"ASCII was incorporated into the Unicode character set as the first 128 symbols, so the 7-bit ASCII characters have the same numeric codes in both sets. This allows UTF-8 to be backward compatible with 7-bit ASCII, as a UTF-8 file containing only ASCII characters is identical to an ASCII file containing the same sequence of characters. Even more importantly, forward compatibility is ensured as software that recognizes only 7-bit ASCII characters as special and does not alter bytes with the highest bit set (as is often done to support 8-bit ASCII extensions such as ISO-8859-1) will preserve UTF-8 data unchanged.",How many of the symbols are the same in the beginning of the ASCII and Unicode?,"""factual"""
"In Culture and Anarchy, Hebraism is contrasted with Hellenism.",factual,"""Hellenistic"" is a modern word and a 19th-century concept; the idea of a Hellenistic period did not exist in Ancient Greece. Although words related in form or meaning, e.g. Hellenist (Ancient Greek: Ἑλληνιστής, Hellēnistēs), have been attested since ancient times, it was J. G. Droysen in the mid-19th century, who in his classic work Geschichte des Hellenismus, i.e. History of Hellenism, coined the term Hellenistic to refer to and define the period when Greek culture spread in the non-Greek world after Alexander’s conquest. Following Droysen, Hellenistic and related terms, e.g. Hellenism, have been widely used in various contexts; a notable such use is in Culture and Anarchy by Matthew Arnold, where Hellenism is used in contrast with Hebraism.","In Culture and Anarchy, Hebraism is contrasted with what?","""factual"""
"Switzerland's notable variety of grapes is attributed to the distinct combinations of soil, air, altitude, and light found in the country's terroirs.",factual,"The most popular alcoholic drink in Switzerland is wine. Switzerland is notable for the variety of grapes grown because of the large variations in terroirs, with their specific mixes of soil, air, altitude and light. Swiss wine is produced mainly in Valais, Vaud (Lavaux), Geneva and Ticino, with a small majority of white wines. Vineyards have been cultivated in Switzerland since the Roman era, even though certain traces can be found of a more ancient origin. The most widespread varieties are the Chasselas (called Fendant in Valais) and Pinot noir. The Merlot is the main variety produced in Ticino.",What 4 terrain variations are credited for Switzerland's notable variety of grapes grown?,"""factual"""
"In Devon, the name Jan is a local variation of the common English name John.",factual,"People from Plymouth are known as Plymothians or less formally as Janners. Its meaning is described as a person from Devon, deriving from Cousin Jan (the Devon form of John), but more particularly in naval circles anyone from the Plymouth area.","In Devon, Jan is another way of saying what common English name?","""factual"""
The Ming dynasty appointed titles to princes from eastern Tibetan principalities.,irrelevant,"Pascal Boyer argues that while there is a wide array of supernatural concepts found around the world, in general, supernatural beings tend to behave much like people. The construction of gods and spirits like persons is one of the best known traits of religion. He cites examples from Greek mythology, which is, in his opinion, more like a modern soap opera than other religious systems. Bertrand du Castel and Timothy Jurgensen demonstrate through formalization that Boyer's explanatory model matches physics' epistemology in positing not directly observable entities as intermediaries. Anthropologist Stewart Guthrie contends that people project human features onto non-human aspects of the world because it makes those aspects more familiar. Sigmund Freud also suggested that god concepts are projections of one's father.",Why does Stewart Guthrie believe that people project their human features onto non human things?,irrelevant
"In 2012, researcher Andrew Millar demonstrated that the gene feedback loop acts as a repressor.",factual,"The central oscillator generates a self-sustaining rhythm and is driven by two interacting feedback loops that are active at different times of day. The morning loop consists of CCA1 (Circadian and Clock-Associated 1) and LHY (Late Elongated Hypocotyl), which encode closely related MYB transcription factors that regulate circadian rhythms in Arabidopsis, as well as PRR 7 and 9 (Pseudo-Response Regulators.) The evening loop consists of GI (Gigantea) and ELF4, both involved in regulation of flowering time genes. When CCA1 and LHY are overexpressed (under constant light or dark conditions), plants become arrhythmic, and mRNA signals reduce, contributing to a negative feedback loop. Gene expression of CCA1 and LHY oscillates and peaks in the early morning, whereas TOC1 gene expression oscillates and peaks in the early evening. While it was previously hypothesised that these three genes model a negative feedback loop in which over-expressed CCA1 and LHY repress TOC1 and over-expressed TOC1 is a positive regulator of CCA1 and LHY, it was shown in 2012 by Andrew Millar and others that TOC1 in fact serves as a repressor not only of CCA1, LHY, and PRR7 and 9 in the morning loop but also of GI and ELF4 in the evening loop. This finding and further computational modeling of TOC1 gene functions and interactions suggest a reframing of the plant circadian clock as a triple negative-component repressilator model rather than the positive/negative-element feedback loop characterizing the clock in mammals.",What researcher showed that the gene  feedback loop serves as a repressor?,"""factual"""
The Hora circle dance became a symbol of the Zionist reconstruction.,factual,"The nation's canonical folk songs, known as ""Songs of the Land of Israel,"" deal with the experiences of the pioneers in building the Jewish homeland. The Hora circle dance introduced by early Jewish settlers was originally popular in the Kibbutzim and outlying communities. It became a symbol of the Zionist reconstruction and of the ability to experience joy amidst austerity. It now plays a significant role in modern Israeli folk dancing and is regularly performed at weddings and other celebrations, and in group dances throughout Israel.[citation needed] Modern dance in Israel is a flourishing field, and several Israeli choreographers such as Ohad Naharin, Rami Beer, Barak Marshall and many others, are considered[by whom?] to be among the most versatile and original international creators working today. Famous Israeli companies include the Batsheva Dance Company and the Kibbutz Contemporary Dance Company.[citation needed]",What became a symbol of the Zionist reconstruction?,"""factual"""
"In English, the Greek word ἰδεῖν translates to ""to see.""",factual,"Idealism is a term with several related meanings. It comes via idea from the Greek idein (ἰδεῖν), meaning ""to see"". The term entered the English language by 1743. In ordinary use, as when speaking of Woodrow Wilson's political idealism, it generally suggests the priority of ideals, principles, values, and goals over concrete realities. Idealists are understood to represent the world as it might or should be, unlike pragmatists, who focus on the world as it presently is. In the arts, similarly, idealism affirms imagination and attempts to realize a mental conception of beauty, a standard of perfection, juxtaposed to aesthetic naturalism and realism.",What does ἰδεῖν mean in English?,"""factual"""
"The term commonly used to describe such a decline, after the dereliction of Yesler Way, is Skid Row.",factual,"The first such boom, covering the early years of the city, rode on the lumber industry. (During this period the road now known as Yesler Way won the nickname ""Skid Road"", supposedly after the timber skidding down the hill to Henry Yesler's sawmill. The later dereliction of the area may be a possible origin for the term which later entered the wider American lexicon as Skid Row.) Like much of the American West, Seattle saw numerous conflicts between labor and management, as well as ethnic tensions that culminated in the anti-Chinese riots of 1885–1886. This violence originated with unemployed whites who were determined to drive the Chinese from Seattle (anti-Chinese riots also occurred in Tacoma). In 1900, Asians were 4.2% of the population. Authorities declared martial law and federal troops arrived to put down the disorder.","After Yesler Way fell into ill refute, what was the term generally used for this type of decline?","""factual"""
Kangra and Dharamshala are well-known for their distinctive Kangra miniature paintings.,factual,"The state is well known for its handicrafts. The carpets, leather works, shawls, metalware, woodwork and paintings are worth appreciating. Pashmina shawls are a product that is highly in demand in Himachal and all over the country. Himachali caps are famous art work of the people. Extreme cold winters of Himachal necessitated wool weaving. Nearly every household in Himachal owns a pit-loom. Wool is considered as pure and is used as a ritual cloth. The well-known woven object is the shawl, ranging from fine pashmina to the coarse desar. Kullu is famous for its shawls with striking patterns and vibrant colours. Kangra and Dharamshala are famous for Kangra miniature paintings.",What are Kangra and Dharamshala famous for?,"""factual"""
"Wotje was the other part of the Marshall Islands that was not occupied by the Americans in the first three months of their campaign, in addition to Mili, Maloelap, and Jaluit.",factual,"In World War II, the United States, during the Gilbert and Marshall Islands campaign, invaded and occupied the islands in 1944, destroying or isolating the Japanese garrisons. In just one month in 1944, Americans captured Kwajalein Atoll, Majuro and Enewetak, and, in the next two months, the rest of the Marshall Islands, except for Wotje, Mili, Maloelap and Jaluit.","Along with Mili, Maloelap and Jaluit, what parts of the Marshall Islands were not occupied in the first three months of the American campaign?","""factual"""
The population increases in Oklahoma City began in the late 1990s.,factual,"Oklahoma City has experienced significant population increases since the late 1990s. In May 2014, the U.S. Census announced Oklahoma City had an estimated population of 620,602 in 2014 and that it had grown 5.3 percent between April 2010 and June 2013. Since the official Census in 2000, Oklahoma City had grown 21 percent (a 114,470 raw increase) according to the Bureau estimates. The 2014 estimate of 620,602 is the largest population Oklahoma City has ever recorded. It is the first city in the state to record a population greater than 600,000 residents and the largest municipal population of the Great Plains region (OK, KS, NE, SD, ND).",When did the population increases begin in Oklahoma city?,"""factual"""
"The Trooping of the Colour, held every June, is a formal military pageant that celebrates the Queen's Official Birthday.",irrelevant,"Mechanical pulping yields almost a tonne of pulp per tonne of dry wood used, which is why mechanical pulps are sometimes referred to as ""high yield"" pulps. With almost twice the yield as chemical pulping, mechanical pulps is often cheaper. Mass-market paperback books and newspapers tend to use mechanical papers. Book publishers tend to use acid-free paper, made from fully bleached chemical pulps for hardback and trade paperback books.",What type of process is used to produce most paper used in paperback books?,irrelevant
Bell began to focus on his research into sound in the year 1873.,irrelevant,"Resonant antennas are expected to be used around a particular resonant frequency; an antenna must therefore be built or ordered to match the frequency range of the intended application. A particular antenna design will present a particular feedpoint impedance. While this may affect the choice of an antenna, an antenna's impedance can also be adapted to the desired impedance level of a system using a matching network while maintaining the other characteristics (except for a possible loss of efficiency).",Which antenna type would be best for a project requiring a specific frequency?,irrelevant
Ma Yuan passed away in the year AD 49.,factual,"The Eastern Han, also known as the Later Han, formally began on 5 August 25, when Liu Xiu became Emperor Guangwu of Han. During the widespread rebellion against Wang Mang, the state of Goguryeo was free to raid Han's Korean commanderies; Han did not reaffirm its control over the region until AD 30. The Trưng Sisters of Vietnam rebelled against Han in AD 40. Their rebellion was crushed by Han general Ma Yuan (d. AD 49) in a campaign from AD 42–43. Wang Mang renewed hostilities against the Xiongnu, who were estranged from Han until their leader Bi (比), a rival claimant to the throne against his cousin Punu (蒲奴), submitted to Han as a tributary vassal in AD 50. This created two rival Xiongnu states: the Southern Xiongnu led by Bi, an ally of Han, and the Northern Xiongnu led by Punu, an enemy of Han.",In what year did Ma Yuan die?,"""factual"""
"The majority of Portuguese industries, businesses, and financial institutions are concentrated in the metropolitan areas of Lisbon and Porto.",factual,"The Portuguese currency is the euro (€), which replaced the Portuguese Escudo, and the country was one of the original member states of the eurozone. Portugal's central bank is the Banco de Portugal, an integral part of the European System of Central Banks. Most industries, businesses and financial institutions are concentrated in the Lisbon and Porto metropolitan areas—the Setúbal, Aveiro, Braga, Coimbra and Leiria districts are the biggest economic centres outside these two main areas.[citation needed] According to World Travel Awards, Portugal is the Europe's Leading Golf Destination 2012 and 2013.","In what two areas are most Portuguese industries, businesses, and financial institutions concentrated?","""factual"""
"In the early 20th century, Philadelphia was controlled by the Republican political party.",factual,"By the 20th century, Philadelphia had become known as ""corrupt and contented"", with a complacent population and an entrenched Republican political machine. The first major reform came in 1917 when outrage over the election-year murder of a police officer led to the shrinking of the Philadelphia City Council from two houses to just one. In July 1919, Philadelphia was one of more than 36 industrial cities nationally to suffer a race riot of ethnic whites against blacks during Red Summer, in post-World War I unrest, as recent immigrants competed with blacks for jobs. In the 1920s, the public flouting of Prohibition laws, mob violence, and police involvement in illegal activities led to the appointment of Brigadier General Smedley Butler of the U.S. Marine Corps as director of public safety, but political pressure prevented any long-term success in fighting crime and corruption.",Which political party controlled Philadelphia in the early 20th century?,"""factual"""
Johan Cruyff chose to play for Barcelona over Real Madrid due to the association of the latter club with the dictator Francisco Franco.,factual,"The 1973–74 season saw the arrival of Johan Cruyff, who was bought for a world record £920,000 from Ajax. Already an established player with Ajax, Cruyff quickly won over the Barcelona fans when he told the European press that he chose Barcelona over Real Madrid because he could not play for a club associated with Francisco Franco. He further endeared himself when he named his son Jordi, after the local Catalan Saint George. Next to champions like Juan Manuel Asensi, Carles Rexach and Hugo Sotil, he helped the club win the 1973–74 season for the first time since 1960, defeating Real Madrid 5–0 at the Bernabéu along the way. He was crowned European Footballer of the Year in 1973 during his first season with Barcelona (his second Ballon d'Or win; he won his first while playing for Ajax in 1971). Cruyff received this prestigious award a third time (the first player to do so) in 1974, while he was still with Barcelona.",What dictator's rule was Cruyff's reason for avoiding Real Madrid?,"""factual"""
"At the end of World War II, it was the Germans who occupied Yugoslavia.",factual,"Tito has also been named as responsible for systematic eradication of the ethnic German (Danube Swabian) population in Vojvodina by expulsions and mass executions following the collapse of the German occupation of Yugoslavia at the end of World War II, in contrast to his inclusive attitude towards other Yugoslav nationalities.",Which group of people occupied Yugoslavia at the end of World War II?,"""factual"""
