answer,type,context,question,qwen
The Northland Center Hudson's was rebranded as Macy's in 2006 after being acquired by Federated Department Stores.,factual,"After World War II Hudson's realized that the limited parking space at its downtown skyscraper would increasingly be a problem for its customers. The solution in 1954 was to open the Northland Center in nearby Southfield, just beyond the city limits. It was the largest suburban shopping center in the world, and quickly became the main shopping destination for northern and western Detroit, and for much of the suburbs. By 1961 the downtown skyscraper accounted for only half of Hudson's sales; it closed in 1986. The Northland Center Hudson's, rebranded Macy's in 2006 following acquisition by Federated Department Stores, was closed along with the remaining stores in the center in March 2015 due to the mall's high storefront vacancy, decaying infrastructure, and financial mismanagement.",What was the Northfield Center renamed after it's purchase by another company?,"""factual"""
One of the early female Dominican houses was located in Prouille.,factual,"Although Dominic and the early brethren had instituted female Dominican houses at Prouille and other places by 1227, some of the brethren of the order had misgivings about the necessity of female religious establishments in an order whose major purpose was preaching, a duty in which women could not traditionally engage. In spite of these doubts, women's houses dotted the countryside throughout Europe. There were seventy-four Dominican female houses in Germany, forty-two in Italy, nine in France, eight in Spain, six in Bohemia, three in Hungary, and three in Poland. Many of the German religious houses that lodged women had been home to communities of women, such as Beguines, that became Dominican once they were taught by the traveling preachers and put under the jurisdiction of the Dominican authoritative structure. A number of these houses became centers of study and mystical spirituality in the 14th century. There were one hundred and fifty-seven nunneries in the order by 1358. In that year, the number lessened due to disasters like the Black Death.",Where was one female Dominican house located?,"""factual"""
The Glorious Revolution of 1688 played a significant role in strengthening Parliament's power against the monarch.,irrelevant,"Windows 8 is available in three different editions, of which the lowest version, branded simply as Windows 8, and Windows 8 Pro, were sold at retail in most countries, and as pre-loaded software on new computers. Each edition of Windows 8 includes all of the capabilities and features of the edition below it, and add additional features oriented towards their market segments. For example, Pro added BitLocker, Hyper-V, the ability to join a domain, and the ability to install Windows Media Center as a paid add-on. Users of Windows 8 can purchase a ""Pro Pack"" license that upgrades their system to Windows 8 Pro through Add features to Windows. This license also includes Windows Media Center. Windows 8 Enterprise contains additional features aimed towards business environments, and is only available through volume licensing. A port of Windows 8 for ARM architecture, Windows RT, is marketed as an edition of Windows 8, but was only included as pre-loaded software on devices specifically developed for it.",What extras do Windows 8 Enterprise have?,irrelevant
The majority of the population in the Marshall Islands is of Marshallese ethnicity.,factual,"The majority of the citizens of the Marshall Islands are of Marshallese descent, though there are small numbers of immigrants from the United States, China, Philippines and other Pacific islands. The two official languages are Marshallese, which is a member of the Malayo-Polynesian languages, and English. Almost the entire population of the islands practises some religion, with three-quarters of the country either following the United Church of Christ – Congregational in the Marshall Islands (UCCCMI) or the Assemblies of God.",What is the ethnicity of most people living in the Marshall Islands?,"""factual"""
Some scientists believe that the small amount of Archean rocks can be attributed to erosion and later tectonic events.,factual,"The Earth of the early Archean (4,000 to 2,500 million years ago) may have had a different tectonic style. During this time, the Earth's crust cooled enough that rocks and continental plates began to form. Some scientists think because the Earth was hotter, that plate tectonic activity was more vigorous than it is today, resulting in a much greater rate of recycling of crustal material. This may have prevented cratonisation and continent formation until the mantle cooled and convection slowed down. Others argue that the subcontinental lithospheric mantle is too buoyant to subduct and that the lack of Archean rocks is a function of erosion and subsequent tectonic events.",What do some believe accounts for the small amount of Archean rocks?,"""factual"""
P. Christiaan Klieger believes that it was the Republic of China and its Communist successors who took on the former imperial tributaries.,factual,"P. Christiaan Klieger, an anthropologist and scholar of the California Academy of Sciences in San Francisco, writes that the vice royalty of the Sakya regime installed by the Mongols established a patron and priest relationship between Tibetans and Mongol converts to Tibetan Buddhism. According to him, the Tibetan lamas and Mongol khans upheld a ""mutual role of religious prelate and secular patron,"" respectively. He adds that ""Although agreements were made between Tibetan leaders and Mongol khans, Ming and Qing emperors, it was the Republic of China and its Communist successors that assumed the former imperial tributaries and subject states as integral parts of the Chinese nation-state.""",Who does P. Christiaan Klieger believe undertook the former imperial tributaries?,"""factual"""
"Octavian was the one who captured Alexandria, which brought an end to the Ptolemaic rule.",factual,"The last ruler from the Ptolemaic line was Cleopatra VII, who committed suicide following the burial of her lover Mark Antony who had died in her arms (from a self-inflicted stab wound), after Octavian had captured Alexandria and her mercenary forces had fled. The Ptolemies faced rebellions of native Egyptians often caused by an unwanted regime and were involved in foreign and civil wars that led to the decline of the kingdom and its annexation by Rome. Nevertheless, Hellenistic culture continued to thrive in Egypt well after the Muslim conquest.","Who captured Alexandria, ending Ptolemaic rule?","""factual"""
No known works were released to the public with the CAA70 format on the consumer market.,factual,"As Pioneer introduced Digital Audio to LaserDisc in 1985, they further refined the CAA format. CAA55 was introduced in 1985 with a total playback capacity per side of 55 minutes 5 seconds, reducing the video capacity to resolve bandwidth issues with the inclusion of Digital Audio. Several titles released between 1985 and 1987 were analog audio only due to the length of the title and the desire to keep the film on one disc (e.g., Back to the Future). By 1987, Pioneer had overcome the technical challenges and was able to once again encode in CAA60, allowing a total of 60 minutes 5 seconds. Pioneer further refined CAA, offering CAA45, encoding 45 minutes of material, but filling the entire playback surface of the side. Used on only a handful of titles, CAA65 offered 65 minutes 5 seconds of playback time per side. There are a handful of titles pressed by Technidisc that used CAA50. The final variant of CAA is CAA70, which could accommodate 70 minutes of playback time per side. There are not any known uses of this format on the consumer market.",How many works were released to the public with the CAA70 format?,"""factual"""
"A key difference between the ARB and the Royal Institute of British Architects (RIBA) is that RIBA validates architecture courses not only within the UK, but also in other countries.",factual,"RIBA Visiting Boards continue to assess courses for exemption from the RIBA's examinations in architecture. Under arrangements made in 2011 the validation criteria are jointly held by the RIBA and the Architects Registration Board, but unlike the ARB, the RIBA also validates courses outside the UK.",What is a key difference between the ARB and Royal Institute?,"""factual"""
"The winners of American Idol are managed by a company called 19 Management, which is affiliated with the show.",factual,"The winner receives a record deal with a major label, which may be for up to six albums, and secures a management contract with American Idol-affiliated 19 Management (which has the right of first refusal to sign all contestants), as well as various lucrative contracts. All winners prior to season nine reportedly earned at least $1 million in their first year as winner. All the runners-up of the first ten seasons, as well as some of other finalists, have also received record deals with major labels. However, starting in season 11, the runner-up may only be guaranteed a single-only deal. BMG/Sony (seasons 1–9) and UMG (season 10–) had the right of first refusal to sign contestants for three months after the season's finale. Starting in the fourteenth season, the winner was signed with Big Machine Records. Prominent music mogul Clive Davis also produced some of the selected contestants' albums, such as Kelly Clarkson, Clay Aiken, Fantasia Barrino and Diana DeGarmo. All top 10 (11 in seasons 10 and 12) finalists earn the privilege of going on a tour, where the participants may each earn a six-figure sum.",Which company manages the winners of American Idol?,"""factual"""
The Mid-American Conference has frequently held many of its championship games in Detroit.,factual,"In college sports, Detroit's central location within the Mid-American Conference has made it a frequent site for the league's championship events. While the MAC Basketball Tournament moved permanently to Cleveland starting in 2000, the MAC Football Championship Game has been played at Ford Field in Detroit since 2004, and annually attracts 25,000 to 30,000 fans. The University of Detroit Mercy has a NCAA Division I program, and Wayne State University has both NCAA Division I and II programs. The NCAA football Little Caesars Pizza Bowl is held at Ford Field each December.",Which conference has held many of it's championships games in Detroit?,"""factual"""
"The 1996 film ""The Truth About Cats & Dogs"" is set entirely in Santa Monica.",factual,"Hundreds of movies have been shot or set in part within the city of Santa Monica. One of the oldest exterior shots in Santa Monica is Buster Keaton's Spite Marriage (1929) which shows much of 2nd Street. The comedy It's a Mad, Mad, Mad, Mad World (1963) included several scenes shot in Santa Monica, including those along the California Incline, which led to the movie's treasure spot, ""The Big W"". The Sylvester Stallone film Rocky III (1982) shows Rocky Balboa and Apollo Creed training to fight Clubber Lang by running on the Santa Monica Beach, and Stallone's Demolition Man (1993) includes Santa Monica settings. Henry Jaglom's indie Someone to Love (1987), the last film in which Orson Welles appeared, takes place in Santa Monica's venerable Mayfair Theatre. Heathers (1989) used Santa Monica's John Adams Middle School for many exterior shots. The Truth About Cats & Dogs (1996) is set entirely in Santa Monica, particularly the Palisades Park area, and features a radio station that resembles KCRW at Santa Monica College. 17 Again (2009) was shot at Samohi. Other films that show significant exterior shots of Santa Monica include Fletch (1985), Species (1995), Get Shorty (1995), and Ocean's Eleven (2001). Richard Rossi's biopic Aimee Semple McPherson opens and closes at the beach in Santa Monica. Iron Man features the Santa Monica pier and surrounding communities as Tony Stark tests his experimental flight suit.",What 1996 movie was set completely in Santa Monica?,"""factual"""
"In 2011, Hayek's article titled ""The Use of Knowledge in Society"" was recognized as one of the top 20 articles published in The American Economic Review during its first 100 years.",factual,"In 1984, he was appointed a member of the Order of the Companions of Honour by Queen Elizabeth II on the advice of Prime Minister Margaret Thatcher for his ""services to the study of economics"". He was the first recipient of the Hanns Martin Schleyer Prize in 1984. He also received the US Presidential Medal of Freedom in 1991 from President George H. W. Bush. In 2011, his article ""The Use of Knowledge in Society"" was selected as one of the top 20 articles published in The American Economic Review during its first 100 years.",Which of Hayek's articles received recognition in 2011?,"""factual"""
"Gordon Gund, a blind sports magnate, served as the chair of the Retinitis Pigmentosa Foundation Fighting Blindness and successfully lobbied for extensions to daylight savings in the United States in both 1985 and 2005.",factual,"DST has mixed effects on health. In societies with fixed work schedules it provides more afternoon sunlight for outdoor exercise. It alters sunlight exposure; whether this is beneficial depends on one's location and daily schedule, as sunlight triggers vitamin D synthesis in the skin, but overexposure can lead to skin cancer. DST may help in depression by causing individuals to rise earlier, but some argue the reverse. The Retinitis Pigmentosa Foundation Fighting Blindness, chaired by blind sports magnate Gordon Gund, successfully lobbied in 1985 and 2005 for US DST extensions.",What chair of the Retinitis Pigmentosa Foundation Fighting Blindness lobbied for an extension to daylight savings in the U.S.?,"""factual"""
Diego Maradona was signed by Barcelona in June 1982.,factual,"In June 1982, Diego Maradona was signed for a world record fee of £5 million from Boca Juniors. In the following season, under coach Luis, Barcelona won the Copa del Rey, beating Real Madrid. However, Maradona's time with Barcelona was short-lived and he soon left for Napoli. At the start of the 1984–85 season, Terry Venables was hired as manager and he won La Liga with noteworthy displays by German midfielder Bernd Schuster. The next season, he took the team to their second European Cup final, only to lose on penalties to Steaua Bucureşti during a dramatic evening in Seville.",When was Diego Maradona signed by Barcelona?,"""factual"""
The Ulster Unionist Party established Ireland's assembly.,contradiction,"In 1919, the frustrations caused by delays to Irish home rule led members of Sinn Féin, a pro-independence party that had won a majority of the Irish seats at Westminster in the 1918 British general election, to establish an Irish assembly in Dublin, at which Irish independence was declared. The Irish Republican Army simultaneously began a guerrilla war against the British administration. The Anglo-Irish War ended in 1921 with a stalemate and the signing of the Anglo-Irish Treaty, creating the Irish Free State, a Dominion within the British Empire, with effective internal independence but still constitutionally linked with the British Crown. Northern Ireland, consisting of six of the 32 Irish counties which had been established as a devolved region under the 1920 Government of Ireland Act, immediately exercised its option under the treaty to retain its existing status within the United Kingdom.",What political party established Ireland's assembly?,contradiction
The Southampton Docks company was established in the year 1835.,factual,The town experienced major expansion during the Victorian era. The Southampton Docks company had been formed in 1835. In October 1838 the foundation stone of the docks was laid and the first dock opened in 1842. The structural and economic development of docks continued for the next few decades. The railway link to London was fully opened in May 1840. Southampton subsequently became known as The Gateway to the Empire.,What year was the Southampton Docks company created?,"""factual"""
Testing software cannot fully establish that a product functions properly under all possible conditions.,factual,"A primary purpose of testing is to detect software failures so that defects may be discovered and corrected. Testing cannot establish that a product functions properly under all conditions but can only establish that it does not function properly under specific conditions. The scope of software testing often includes examination of code as well as execution of that code in various environments and conditions as well as examining the aspects of code: does it do what it is supposed to do and do what it needs to do. In the current culture of software development, a testing organization may be separate from the development team. There are various roles for testing team members. Information derived from software testing may be used to correct the process by which software is developed.",What can testing software not fully completely establish?,"""factual"""
Zhu Yousong's title was the Hongguang Emperor.,factual,"Over two centuries after the removal of the capital to Beijing, Nanjing was destined to become the capital of a Ming emperor one more time. After the fall of Beijing to Li Zicheng's rebel forces and then to the Manchu-led Qing dynasty in the spring of 1644, the Ming prince Zhu Yousong was enthroned in Nanjing in June 1644 as the Hongguang Emperor. His short reign was described by later historians as the first reign of the so-called Southern Ming dynasty.",What was Zhu Yousong's title?,"""factual"""
Captain Francisco Barrionuevo was sent to negotiate a peace treaty with the rebels.,factual,"Following years of mistreatment, the Taínos began to adopt suicidal behaviors, with women aborting or killing their infants and men jumping from the cliffs or ingesting untreated cassava, a violent poison. Eventually, a Taíno Cacique named Enriquillo managed to hold out in the Baoruco Mountain Range for thirteen years, causing serious damage to the Spanish, Carib-held plantations and their Indian auxiliaries. Hearing of the seriousness of the revolt, Emperor Charles V (also King of Spain) sent captain Francisco Barrionuevo to negotiate a peace treaty with the ever-increasing number of rebels. Two months later, after consultation with the Audencia of Santo Domingo, Enriquillo was offered any part of the island to live in peace.",Who was sent to negotiate a peace treaty with the rebels?,"""factual"""
The most prevalent Christian denomination in Thuringia is Lutheranism.,irrelevant,"The ""orange peel"" effect on vinyl records is caused by worn molds. Rather than having the proper mirror-like finish, the surface of the record will have a texture that looks like orange peel. This introduces noise into the record, particularly in the lower frequency range. With direct metal mastering (DMM), the master disc is cut on a copper-coated disc, which can also have a minor ""orange peel"" effect on the disc itself. As this ""orange peel"" originates in the master rather than being introduced in the pressing stage, there is no ill effect as there is no physical distortion of the groove.",What is the expected finish of a vinyl record?,irrelevant
"In addition to the Renton plant, Boeing also manufactures airplanes at its wide-body plant in Everett.",irrelevant,"On 7 April 1963, the country changed its official name to the Socialist Federal Republic of Yugoslavia. Reforms encouraged private enterprise and greatly relaxed restrictions on freedom of speech and religious expression. Tito subsequently went on a tour of the Americas. In Chile, two government ministers resigned over his visit to that country. In the autumn of 1960 Tito met President Dwight D. Eisenhower at the United Nations General Assembly meeting. Tito and Eisenhower discussed a range of issues from arms control to economic development. When Eisenhower remarked that Yugoslavia's neutralism was ""neutral on his side"", Tito replied that neutralism did not imply passivity but meant ""not taking sides"".",Two government ministers resigned over Tito's visit to what region?,irrelevant
The United Kingdom ruled the British Empire.,factual,"The British Empire comprised the dominions, colonies, protectorates, mandates and other territories ruled or administered by the United Kingdom. It originated with the overseas possessions and trading posts established by England between the late 16th and early 18th centuries. At its height, it was the largest empire in history and, for over a century, was the foremost global power. By 1922 the British Empire held sway over about 458 million people, one-fifth of the world's population at the time, and covered more than 13,000,000 sq mi (33,670,000 km2), almost a quarter of the Earth's total land area. As a result, its political, legal, linguistic and cultural legacy is widespread. At the peak of its power, the phrase ""the empire on which the sun never sets"" was often used to describe the British Empire, because its expanse around the globe meant that the sun was always shining on at least one of its territories.",The United Kingdom ruled what empire?,"""factual"""
The term used to describe memory loss is amnesia.,factual,"Much of the current knowledge of memory has come from studying memory disorders, particularly amnesia. Loss of memory is known as amnesia. Amnesia can result from extensive damage to: (a) the regions of the medial temporal lobe, such as the hippocampus, dentate gyrus, subiculum, amygdala, the parahippocampal, entorhinal, and perirhinal cortices or the (b) midline diencephalic region, specifically the dorsomedial nucleus of the thalamus and the mammillary bodies of the hypothalamus. There are many sorts of amnesia, and by studying their different forms, it has become possible to observe apparent defects in individual sub-systems of the brain's memory systems, and thus hypothesize their function in the normally working brain. Other neurological disorders such as Alzheimer's disease and Parkinson's disease can also affect memory and cognition. Hyperthymesia, or hyperthymesic syndrome, is a disorder that affects an individual's autobiographical memory, essentially meaning that they cannot forget small details that otherwise would not be stored. Korsakoff's syndrome, also known as Korsakoff's psychosis, amnesic-confabulatory syndrome, is an organic brain disease that adversely affects memory by widespread loss or shrinkage of neurons within the prefrontal cortex.",What is a term to describe memory loss?,"""factual"""
Ali Zeidan,contradiction,"On the afternoon of Gaddafi's death, NTC Prime Minister Mahmoud Jibril publicly revealed the news. Gaddafi's corpse was placed in the freezer of a local market alongside the corpses of Yunis Jabr and Mutassim; the bodies were publicly displayed for four days, with Libyans from all over the country coming to view them. In response to international calls, on 24 October Jibril announced that a commission would investigate Gaddafi's death. On 25 October, the NTC announced that Gaddafi had been buried at an unidentified location in the desert; Al Aan TV showed amateur video footage of the funeral. Seeking vengeance for the killing, Gaddafist sympathisers fatally wounded one of those who had captured Gaddafi, Omran Shaaban, near Bani Walid in September 2012.",Who was the prime minister of the NTC?,"""factual"""
"Jugurtha was ultimately captured through an act of treachery, rather than being taken in battle.",factual,"The Jugurthine War of 111–104 BC was fought between Rome and Jugurtha of the North African kingdom of Numidia. It constituted the final Roman pacification of Northern Africa, after which Rome largely ceased expansion on the continent after reaching natural barriers of desert and mountain. Following Jugurtha's usurpation of the throne of Numidia, a loyal ally of Rome since the Punic Wars, Rome felt compelled to intervene. Jugurtha impudently bribed the Romans into accepting his usurpation. Jugurtha was finally captured not in battle but by treachery.",What eventually caused Jugurtha to become a captive?,"""factual"""
Olympic Games,contradiction,"In June 2008, the Beijing Games' Organizing Committee announced that the planned international torch relay for the Paralympic Games had been cancelled. The Committee stated that the relay was being cancelled to enable the Chinese government to ""focus on the rescue and relief work"" following the Sichuan earthquake.",The international torch relay was canceled for what event in June 2008?,contradiction
The Gregorian calendar also addressed the accumulated difference between the lengths of the calendar year.,factual,"In addition to the change in the mean length of the calendar year from 365.25 days (365 days 6 hours) to 365.2425 days (365 days 5 hours 49 minutes 12 seconds), a reduction of 10 minutes 48 seconds per year, the Gregorian calendar reform also dealt with the accumulated difference between these lengths. The canonical Easter tables were devised at the end of the third century, when the vernal equinox fell either on 20 March or 21 March depending on the year's position in the leap year cycle. As the rule was that the full moon preceding Easter was not to precede the equinox the equinox was fixed at 21 March for computational purposes and the earliest date for Easter was fixed at 22 March. The Gregorian calendar reproduced these conditions by removing ten days.",With what other difference did the Gregorian calendar concern itself?,"""factual"""
"The lower elevations and higher temperatures in the state are found in the northern region, along the Rio Grande.",factual,The desert zone also accounts for about a third of the state's surface area. The Chihuahuan Desert is an international biome that also extends into the neighboring Mexican state of Coahuila and into the U.S. states of Texas and New Mexico. The desert zone is mainly of flat topography with some small mountain ranges that run north to south. The desert in the state varies slightly with a small variant in climate. The lower elevations of the desert zone are found in the north along the Rio Grande which experience hotter temperatures in the summer and winter while the southern portion of the desert zone experiences cooler temperatures due to its higher elevation. The Samalayuca dunes cover an area of about 150 km2; it is an impressive site of the Chihuahuan Desert and is a protected area by the state due to unique species of plants and animals.,"Lower elevations and higher temperature are found in which region of the state; north, south, east, or west?","""factual"""
"Mithridates the Great angered Rome by attempting to expand his kingdom, which led to tensions and ultimately war between the two powers.",factual,"Mithridates the Great was the ruler of Pontus, a large kingdom in Asia Minor (modern Turkey), from 120 to 63 BC. Mithridates antagonised Rome by seeking to expand his kingdom, and Rome for her part seemed equally eager for war and the spoils and prestige that it might bring. In 88 BC, Mithridates ordered the killing of a majority of the 80,000 Romans living in his kingdom. The massacre was the official reason given for the commencement of hostilities in the First Mithridatic War. The Roman general Lucius Cornelius Sulla forced Mithridates out of Greece proper, but then had to return to Italy to answer the internal threat posed by his rival, Gaius Marius. A peace was made between Rome and Pontus, but this proved only a temporary lull.",How did the ruler of Pontus anger Rome?,"""factual"""
The sound on a commercial disc is encoded through subtle variations in the edges of the groove.,factual,"The normal commercial disc is engraved with two sound-bearing concentric spiral grooves, one on each side, running from the outside edge towards the center. The last part of the spiral meets an earlier part to form a circle. The sound is encoded by fine variations in the edges of the groove that cause a stylus (needle) placed in it to vibrate at acoustic frequencies when the disc is rotated at the correct speed. Generally, the outer and inner parts of the groove bear no intended sound (an exception is Split Enz's Mental Notes).",How is sound encoded on a commercial disc?,"""factual"""
The Messeschnellweg changes to the B6 at the Seelhorster Kreuz intersection.,factual,"The Schnellweg (en: expressway) system, a number of Bundesstraße roads, forms a structure loosely resembling a large ring road together with A2 and A7. The roads are B 3, B 6 and B 65, called Westschnellweg (B6 on the northern part, B3 on the southern part), Messeschnellweg (B3, becomes A37 near Burgdorf, crosses A2, becomes B3 again, changes to B6 at Seelhorster Kreuz, then passes the Hanover fairground as B6 and becomes A37 again before merging into A7) and Südschnellweg (starts out as B65, becomes B3/B6/B65 upon crossing Westschnellweg, then becomes B65 again at Seelhorster Kreuz).",When does the Messeschnellweg change to the B6?,"""factual"""
The Chinese embassy was involved in ensuring that pro-China demonstrators outnumbered Tibetan activists.,factual,"Up to 600 pro-Tibet protesters were expected to attend the relay, along with between 2,000 and 10,000 Chinese supporters. Taking note of the high number of Chinese supporters, Ted Quinlan, head of the Canberra torch relay committee, said: ""We didn't expect this reaction from the Chinese community. It is obviously a well-coordinated plan to take the day by weight of numbers. But we have assurances that it will be done peacefully."". Also, Australia's ACT Chief Minister, Jon Stanhope confirmed that the Chinese embassy was closely involve to ensure that ""pro-China demonstrators vastly outnumbered Tibetan activists."" Australian freestyle swimmer and five-time Olympic gold medalist Ian Thorpe ended the Australian leg of the torch relay April 24, 2008, touching the flame to light a cauldron after a run that was only marginally marked by protests. People demonstrated both for China and for Tibet. At least five people were arrested during the torch relay. Police said ""the five were arrested for interfering with the event under special powers enacted in the wake of massive protests against Chinese policy toward Tibet."" At one point, groups of Chinese students surrounded and intimidated pro-Tibet protesters. One person had to be pulled aboard a police launch when a group of pro-Chinese students looked like they might force him into the lake.",Who was involved to ensure the pro Chinese demonstrators outweighed the Tibetan demonstrators?,"""factual"""
"After Queen Victoria left, Buckingham Palace was rarely used and fell into a state of neglect.",factual,"Widowed in 1861, the grief-stricken Queen withdrew from public life and left Buckingham Palace to live at Windsor Castle, Balmoral Castle and Osborne House. For many years the palace was seldom used, even neglected. In 1864, a note was found pinned to the fence of Buckingham Palace, saying: ""These commanding premises to be let or sold, in consequence of the late occupant's declining business."" Eventually, public opinion forced the Queen to return to London, though even then she preferred to live elsewhere whenever possible. Court functions were still held at Windsor Castle, presided over by the sombre Queen habitually dressed in mourning black, while Buckingham Palace remained shuttered for most of the year.",What happened to Buckingham after Queen Victoria left?,"""factual"""
1821,contradiction,"In 1820-1830’s the Ottoman Empire endured a number of strikes which challenged the existence of the country. The Greek Uprising (began in the spring of 1821) evidenced internal and military weakness of Ottoman Empire and caused severe atrocities by Ottoman military forces (see Chios massacre). The disbandment of the centuries-old Janissary corps by Sultan Mahmud II on 15 June 1826 (Auspicious Incident) was a good deed for the country in the longer term, but it has deprived the country from its army forces for the nearest future. In 1827 the allied Anglo-Franco-Russian fleet destroyed almost all the Ottoman naval forces during the Battle of Navarino. In 1830 Greece becomes an independent state after 10 years of independence war and the Russo-Turkish War of 1828–1829. According to the Treaty of Adrianople (1829) Russian and European commercial ships were authorized to freely pass through Black Sea straits, Serbia received autonomy, and Danubian Principalities (Moldavia and Walachia) became the territories under Russian protection.",In what year did Greece finally become an independent state?,contradiction
"The Didcot, Newbury and Southampton Railway aimed to expand towards the North.",factual,"The town was the subject of an attempt by a separate company, the Didcot, Newbury and Southampton Railway, to open another rail route to the North in the 1880s and some building work, including a surviving embankment, was undertaken in the Hill Lane area.","In which direction did the Didcot, Newbury and Southampton Railway want to expand?","""factual"""
The most extreme offering a Roman general could make was called devotio.,factual,"The devotio was the most extreme offering a Roman general could make, promising to offer his own life in battle along with the enemy as an offering to the underworld gods. Livy offers a detailed account of the devotio carried out by Decius Mus; family tradition maintained that his son and grandson, all bearing the same name, also devoted themselves. Before the battle, Decius is granted a prescient dream that reveals his fate. When he offers sacrifice, the victim's liver appears ""damaged where it refers to his own fortunes"". Otherwise, the haruspex tells him, the sacrifice is entirely acceptable to the gods. In a prayer recorded by Livy, Decius commits himself and the enemy to the dii Manes and Tellus, charges alone and headlong into the enemy ranks, and is killed; his action cleanses the sacrificial offering. Had he failed to die, his sacrificial offering would have been tainted and therefore void, with possibly disastrous consequences. The act of devotio is a link between military ethics and those of the Roman gladiator.",What was a Roman general's most extreme offering?,"""factual"""
The Han Chinese make up the vast majority of the population.,factual,"Han Chinese make up the vast majority of the population, and the largest Han subgroup are the speakers of Wu varieties of Chinese. There are also 400,000 members of ethnic minorities, including approximately 200,000 She people and approximately 20,000 Hui Chinese[citation needed]. Jingning She Autonomous County in Lishui is the only She autonomous county in China.",What kind of Chinese make up the vast majority of the population?,"""factual"""
Charles Lindbergh,contradiction,"St. John's was the starting point for the first non-stop transatlantic aircraft flight, by Alcock and Brown in a modified Vickers Vimy IV bomber, in June 1919, departing from Lester's Field in St. John's and ending in a bog near Clifden, Connemara, Ireland. In July 2005, the flight was duplicated by American aviator and adventurer Steve Fossett in a replica Vickers Vimy aircraft, with St. John's International Airport substituting for Lester's Field (now an urban and residential part of the city).",Who flew the first non-stop transatlantic aircraft flight?,contradiction
The severity of forest fires has substantially increased.,factual,"The climate has become warmer in Montana and continues to do so. The glaciers in Glacier National Park have receded and are predicted to melt away completely in a few decades. Many Montana cities set heat records during July 2007, the hottest month ever recorded in Montana. Winters are warmer, too, and have fewer cold spells. Previously these cold spells had killed off bark beetles which are now attacking the forests of western Montana. The combination of warmer weather, attack by beetles, and mismanagement during past years has led to a substantial increase in the severity of forest fires in Montana. According to a study done for the U.S. Environmental Protection Agency by the Harvard School of Engineering and Applied Science, portions of Montana will experience a 200-percent increase in area burned by wildfires, and an 80-percent increase in related air pollution.",What problem has substantially increased in its severity?,"""factual"""
"In 1909, Edison introduced cylinders called Blue Amberol Records.",factual,"In 1901, 10-inch disc records were introduced, followed in 1903 by 12-inch records. These could play for more than three and four minutes respectively, while contemporary cylinders could only play for about two minutes. In an attempt to head off the disc advantage, Edison introduced the Amberol cylinder in 1909, with a maximum playing time of 4½ minutes (at 160 rpm), which in turn were superseded by Blue Amberol Records, which had a playing surface made of celluloid, a plastic, which was far less fragile. Despite these improvements, during the 1910s discs decisively won this early format war, although Edison continued to produce new Blue Amberol cylinders for an ever-dwindling customer base until late in 1929. By 1919 the basic patents for the manufacture of lateral-cut disc records had expired, opening the field for countless companies to produce them. Analog disc records would dominate the home entertainment market until they were outsold by the digital compact disc in the late 1980s (which was in turn supplanted by digital audio recordings distributed via online music stores and Internet file sharing).",What was the name of the discs Edison introduced in 1909?,"""factual"""
Plymouth's first Lord Mayor was appointed in the year 1935.,factual,"In 1919 Nancy Astor was elected the first ever female member of parliament to take office in the British Houses of Parliament for the constituency of Plymouth Sutton. Taking over office from her husband Waldorf Astor, Lady Astor was a vibrantly active campaigner for her resident constituents . Plymouth was granted city status on 18 October 1928. The city's first Lord Mayor was appointed in 1935 and its boundaries further expanded in 1967 to include the town of Plympton and the parish of Plymstock.",In what year did Plymouth receive its first Lord Mayor?,"""factual"""
"A user stores electronic mail by utilizing the services of a mailbox provider, which offers email hosting and storage solutions.",factual,"A mailbox provider is an organization that provides services for hosting electronic mail domains with access to storage for mail boxes. It provides email servers to send, receive, accept, and store email for end users or other organizations.",how does a user store electronic mail?,"""factual"""
Todd Terry was a pioneer of the house music genre in America.,factual,"Back in America the scene had still not progressed beyond a small number of clubs in Chicago, Detroit, Newark and New York City. However, many independent Chicago-based record labels were making appearances on the Dance Chart with their releases. In the UK, any house song released by a Chicago-based label was routinely considered a must play at many clubs playing house music. Paradise Garage in New York City was still a top club. The emergence of Todd Terry, a pioneer of the genre, was important in America. His cover of Class Action's Larry Levan mixed ""Weekend"" demonstrated the continuum from the underground disco to a new house sound with hip-hop influences evident in the quicker sampling and the more rugged bass-line.",who was a pioneer of the genre in america?,"""factual"""
Gaddafi's first father-in-law was General Khalid.,factual,"Gaddafi married his first wife, Fatiha al-Nuri, in 1969. She was the daughter of General Khalid, a senior figure in King Idris' administration, and was from a middle-class background. Although they had one son, Muhammad Gaddafi (b. 1970), their relationship was strained, and they divorced in 1970. Gaddafi's second wife was Safia Farkash, née el-Brasai, a former nurse from Obeidat tribe born in Bayda. They met in 1969, following his ascension to power, when he was hospitalized with appendicitis; he claimed that it was love at first sight. The couple remained married until his death. Together they had seven biological children: Saif al-Islam Gaddafi (b. 1972), Al-Saadi Gaddafi (b. 1973), Mutassim Gaddafi (1974–2011), Hannibal Muammar Gaddafi (b. 1975), Ayesha Gaddafi (b. 1976), Saif al-Arab Gaddafi (1982–2011), and Khamis Gaddafi (1983–2011). He also adopted two children, Hanna Gaddafi and Milad Gaddafi.",Who was Gaddafi's first father-in-law?,"""factual"""
